job_id,scenario,seed,symbols,nu,spans,launch_power_dbm,output_csv,log_path,command,status
confirm_065_cpluss_seed25,C+S,25,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_065_cpluss_seed25.csv,results/final/logs/confirm_065_cpluss_seed25.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 25 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_065_cpluss_seed25.csv --log results/final/logs/confirm_065_cpluss_seed25.log",planned_not_run
confirm_066_cpluss_seed26,C+S,26,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_066_cpluss_seed26.csv,results/final/logs/confirm_066_cpluss_seed26.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 26 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_066_cpluss_seed26.csv --log results/final/logs/confirm_066_cpluss_seed26.log",planned_not_run
confirm_067_cpluss_seed27,C+S,27,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_067_cpluss_seed27.csv,results/final/logs/confirm_067_cpluss_seed27.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 27 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_067_cpluss_seed27.csv --log results/final/logs/confirm_067_cpluss_seed27.log",planned_not_run
confirm_068_cpluss_seed28,C+S,28,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_068_cpluss_seed28.csv,results/final/logs/confirm_068_cpluss_seed28.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 28 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_068_cpluss_seed28.csv --log results/final/logs/confirm_068_cpluss_seed28.log",planned_not_run
confirm_069_cpluss_seed29,C+S,29,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_069_cpluss_seed29.csv,results/final/logs/confirm_069_cpluss_seed29.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 29 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_069_cpluss_seed29.csv --log results/final/logs/confirm_069_cpluss_seed29.log",planned_not_run
confirm_070_cpluss_seed30,C+S,30,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_070_cpluss_seed30.csv,results/final/logs/confirm_070_cpluss_seed30.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 30 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_070_cpluss_seed30.csv --log results/final/logs/confirm_070_cpluss_seed30.log",planned_not_run
confirm_071_cpluss_seed31,C+S,31,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_071_cpluss_seed31.csv,results/final/logs/confirm_071_cpluss_seed31.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 31 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_071_cpluss_seed31.csv --log results/final/logs/confirm_071_cpluss_seed31.log",planned_not_run
confirm_072_cpluss_seed32,C+S,32,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_072_cpluss_seed32.csv,results/final/logs/confirm_072_cpluss_seed32.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 32 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_072_cpluss_seed32.csv --log results/final/logs/confirm_072_cpluss_seed32.log",planned_not_run
confirm_073_cpluss_seed33,C+S,33,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_073_cpluss_seed33.csv,results/final/logs/confirm_073_cpluss_seed33.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 33 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_073_cpluss_seed33.csv --log results/final/logs/confirm_073_cpluss_seed33.log",planned_not_run
confirm_074_cpluss_seed34,C+S,34,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_074_cpluss_seed34.csv,results/final/logs/confirm_074_cpluss_seed34.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 34 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_074_cpluss_seed34.csv --log results/final/logs/confirm_074_cpluss_seed34.log",planned_not_run
confirm_075_cpluss_seed35,C+S,35,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_075_cpluss_seed35.csv,results/final/logs/confirm_075_cpluss_seed35.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 35 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_075_cpluss_seed35.csv --log results/final/logs/confirm_075_cpluss_seed35.log",planned_not_run
confirm_076_cpluss_seed36,C+S,36,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_076_cpluss_seed36.csv,results/final/logs/confirm_076_cpluss_seed36.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 36 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_076_cpluss_seed36.csv --log results/final/logs/confirm_076_cpluss_seed36.log",planned_not_run
confirm_077_cpluss_seed37,C+S,37,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_077_cpluss_seed37.csv,results/final/logs/confirm_077_cpluss_seed37.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 37 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_077_cpluss_seed37.csv --log results/final/logs/confirm_077_cpluss_seed37.log",planned_not_run
confirm_078_cpluss_seed38,C+S,38,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_078_cpluss_seed38.csv,results/final/logs/confirm_078_cpluss_seed38.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 38 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_078_cpluss_seed38.csv --log results/final/logs/confirm_078_cpluss_seed38.log",planned_not_run
confirm_079_cpluss_seed39,C+S,39,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_079_cpluss_seed39.csv,results/final/logs/confirm_079_cpluss_seed39.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 39 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_079_cpluss_seed39.csv --log results/final/logs/confirm_079_cpluss_seed39.log",planned_not_run
confirm_080_cpluss_seed40,C+S,40,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_080_cpluss_seed40.csv,results/final/logs/confirm_080_cpluss_seed40.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 40 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_080_cpluss_seed40.csv --log results/final/logs/confirm_080_cpluss_seed40.log",planned_not_run
confirm_081_cpluss_seed41,C+S,41,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_081_cpluss_seed41.csv,results/final/logs/confirm_081_cpluss_seed41.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 41 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_081_cpluss_seed41.csv --log results/final/logs/confirm_081_cpluss_seed41.log",planned_not_run
confirm_082_cpluss_seed42,C+S,42,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_082_cpluss_seed42.csv,results/final/logs/confirm_082_cpluss_seed42.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 42 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_082_cpluss_seed42.csv --log results/final/logs/confirm_082_cpluss_seed42.log",planned_not_run
confirm_083_cpluss_seed43,C+S,43,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_083_cpluss_seed43.csv,results/final/logs/confirm_083_cpluss_seed43.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 43 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_083_cpluss_seed43.csv --log results/final/logs/confirm_083_cpluss_seed43.log",planned_not_run
confirm_084_cpluss_seed44,C+S,44,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_084_cpluss_seed44.csv,results/final/logs/confirm_084_cpluss_seed44.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 44 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_084_cpluss_seed44.csv --log results/final/logs/confirm_084_cpluss_seed44.log",planned_not_run
confirm_085_cpluss_seed45,C+S,45,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_085_cpluss_seed45.csv,results/final/logs/confirm_085_cpluss_seed45.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 45 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_085_cpluss_seed45.csv --log results/final/logs/confirm_085_cpluss_seed45.log",planned_not_run
confirm_086_cpluss_seed46,C+S,46,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_086_cpluss_seed46.csv,results/final/logs/confirm_086_cpluss_seed46.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 46 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_086_cpluss_seed46.csv --log results/final/logs/confirm_086_cpluss_seed46.log",planned_not_run
confirm_087_cpluss_seed47,C+S,47,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_087_cpluss_seed47.csv,results/final/logs/confirm_087_cpluss_seed47.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 47 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_087_cpluss_seed47.csv --log results/final/logs/confirm_087_cpluss_seed47.log",planned_not_run
confirm_088_cpluss_seed48,C+S,48,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_088_cpluss_seed48.csv,results/final/logs/confirm_088_cpluss_seed48.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 48 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_088_cpluss_seed48.csv --log results/final/logs/confirm_088_cpluss_seed48.log",planned_not_run
confirm_089_cpluss_seed49,C+S,49,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_089_cpluss_seed49.csv,results/final/logs/confirm_089_cpluss_seed49.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 49 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_089_cpluss_seed49.csv --log results/final/logs/confirm_089_cpluss_seed49.log",planned_not_run
confirm_090_cpluss_seed50,C+S,50,131072,0.36,12,0.0,results/final/raw_confirmation/confirm_090_cpluss_seed50.csv,results/final/logs/confirm_090_cpluss_seed50.log,"python scripts/final_outputs/run_single_confirmation_job.py --scenario ""C+S"" --seed 50 --symbols 131072 --nu 0.36 --spans 12 --launch-power-dbm 0.0 --output results/final/raw_confirmation/confirm_090_cpluss_seed50.csv --log results/final/logs/confirm_090_cpluss_seed50.log",planned_not_run
