scenario,stage,seed,symbols,nu,spans,launch_power_dbm,uniform_bmd_rate_bit_per_symbol,pcs_stored_score_bit_per_symbol,entropy_correction_bit_per_symbol,pcs_corrected_bmd_rate_bit_per_symbol,delta_corrected_bmd_gain_bit_per_symbol,ber_uniform,ber_pcs,gsnr_uniform_db,gsnr_pcs_db,notes
C+S,final_confirmation,40,131072,0.36,12,0,3.603231696,3.62476228,0.02960839165,3.595153889,-0.008077807702,0.02539157867,0.0217590332,12.3434146,12.12889332,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,41,131072,0.36,12,0,3.595915015,3.620106454,0.02960839165,3.590498062,-0.005416953035,0.02608966827,0.02167892456,12.33203547,12.12782082,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,42,131072,0.36,12,0,3.587494946,3.623136391,0.02960839165,3.593527999,0.006033053459,0.02606868744,0.02133846283,12.33178979,12.15611536,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,43,131072,0.36,12,0,3.593320381,3.627611583,0.02960839165,3.598003191,0.004682809711,0.0256061554,0.02128791809,12.35187507,12.16334096,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,44,131072,0.36,12,0,3.597708068,3.621344151,0.02960839165,3.59173576,-0.005972307837,0.02585792542,0.02147674561,12.33245516,12.16386891,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,45,131072,0.36,12,0,3.596695883,3.627042325,0.02960839165,3.597433933,0.0007380497814,0.0257024765,0.02150344849,12.33161383,12.14303251,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,46,131072,0.36,12,0,3.598221383,3.628306347,0.02960839165,3.598697956,0.0004765723446,0.02576732635,0.02132511139,12.33503942,12.15562352,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,47,131072,0.36,12,0,3.580415066,3.626337346,0.02960839165,3.596728954,0.01631388843,0.02576446533,0.02136135101,12.3322331,12.15422581,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,48,131072,0.36,12,0,3.594739005,3.620444866,0.02960839165,3.590836474,-0.003902531459,0.02588939667,0.02149963379,12.32354436,12.13133668,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,49,131072,0.36,12,0,3.587467654,3.625190656,0.02960839165,3.595582264,0.008114609816,0.02606201172,0.02146911621,12.32664076,12.15210289,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
C+S,final_confirmation,50,131072,0.36,12,0,3.586757266,3.627063645,0.02960839165,3.597455253,0.01069798674,0.02614498138,0.02150154114,12.3129811,12.16358909,day8_waveform_surrogate_confirmation_adapter; C+S uses existing Day-8 two-band surrogate and stress/penalty logic
