seed,launch_power_dbm,scenario,display_name,band,channel_id,shaped,neural_nli,ase_var,nli_var,implementation_var,total_noise_var,gsnr_db,entropy_bits_per_symbol,ser,ber,gmi_bits_per_symbol,ngmi,net_rate_tbps,parameter_count,train_time_s,inference_time_s,residual_mse_before,residual_mse_after,residual_mse_improvement_percent
1,-6.0,neural_only,Neural NLI only,C,0,False,True,0.0013200000000000002,0.00011538608318016989,0.003223372925684375,0.004658759008864545,23.638945125899994,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.14636820000123407,0.001140400001531816,0.00467021080695165,0.004365989925636864,6.514071717318426
1,-6.0,neural_only,Neural NLI only,L,0,False,True,0.0014674858800117008,0.000104809025555321,0.003223372925684375,0.004795667831251397,23.628049150472368,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.13344270000015968,0.0010742000013124198,0.004586334820082873,0.004349200309236181,5.170457896102909
1,-6.0,proposed_pcs_neural,PCS + Neural NLI,O,0,True,True,0.0021114165977713633,0.00020752187059953559,0.003223372925684375,0.005542311394055274,22.580917712372816,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.145930300001055,0.0008354000001418171,0.005432545067396205,0.005155313792835262,5.103156460215419
1,-6.0,proposed_pcs_neural,PCS + Neural NLI,E,0,True,True,0.001873155928629602,0.00018446388497736493,0.003223372925684375,0.005280992739291342,22.764835219703244,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.14090799999939918,0.0017829000007623108,0.00523120949906587,0.004975412563606991,4.889823959536621
1,-6.0,proposed_pcs_neural,PCS + Neural NLI,S,0,True,True,0.0015652147475806513,0.00013834791373302371,0.003223372925684375,0.00492693558699805,23.03668406400892,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.13599369999974442,0.0010497999992367113,0.005059081299761502,0.004745085081567684,6.206585733433878
1,-6.0,proposed_pcs_neural,PCS + Neural NLI,C,0,True,True,0.0013200000000000002,0.0001015397531985495,0.003223372925684375,0.004644912678882925,23.246823478218566,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.19008650000068883,0.002820100000462844,0.004661938143163232,0.004439512169980281,4.771105200294013
1,-6.0,proposed_pcs_neural,PCS + Neural NLI,L,0,True,True,0.0014674858800117008,9.223194248868247e-05,0.003223372925684375,0.004783090748184758,23.246251492616075,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.3398360000010143,0.0016030000006139744,0.004639180852021113,0.004430625715962663,4.495516400650567
1,-4.0,uniform_baseline,Uniform baseline,O,0,False,False,0.0021114165977713633,0.000592353830682341,0.003223372925684375,0.005927143354138079,22.46627855366222,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005671780841848998,0.005671780841848998,0.0
1,-4.0,uniform_baseline,Uniform baseline,E,0,False,False,0.001873155928629602,0.0005265367383843031,0.003223372925684375,0.00562306559269828,22.807106470991947,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005340092352907334,0.005340092352907334,0.0
1,-4.0,uniform_baseline,Uniform baseline,S,0,False,False,0.0015652147475806513,0.0003949025537882274,0.003223372925684375,0.005183490227053254,23.082684342370484,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.0049999666008026,0.0049999666008026,0.0
1,-4.0,uniform_baseline,Uniform baseline,C,0,False,False,0.0013200000000000002,0.00028983673672530443,0.003223372925684375,0.00483320966240968,23.426038928583317,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.0045835416355370666,0.0045835416355370666,0.0
1,-4.0,uniform_baseline,Uniform baseline,L,0,False,False,0.0014674858800117008,0.00026326836919215156,0.003223372925684375,0.004954127174888227,23.140207295927652,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.004732307567335508,0.004732307567335508,0.0
1,-4.0,pcs_only,PCS only,O,0,True,False,0.0021114165977713633,0.0005212713710004602,0.003223372925684375,0.005856060894456198,22.06331836216577,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.005730739005323158,0.005730739005323158,0.0
1,-4.0,pcs_only,PCS only,E,0,True,False,0.001873155928629602,0.0004633523297781868,0.003223372925684375,0.005559881184092164,22.32021871289101,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.005500043543858719,0.005500043543858719,0.0
1,-4.0,pcs_only,PCS only,S,0,True,False,0.0015652147475806513,0.0003475142473336401,0.003223372925684375,0.005136101920598666,22.716724483858314,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.005030836139669179,0.005030836139669179,0.0
1,-4.0,pcs_only,PCS only,C,0,True,False,0.0013200000000000002,0.0002550563283182679,0.003223372925684375,0.0047984292540026435,22.88853338429339,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.004691718406349522,0.004691718406349522,0.0
1,-4.0,pcs_only,PCS only,L,0,True,False,0.0014674858800117008,0.0002316761648890934,0.003223372925684375,0.004922534970585169,23.000529064882343,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.004754685213579605,0.004754685213579605,0.0
1,-4.0,neural_only,Neural NLI only,O,0,False,True,0.0021114165977713633,0.000592353830682341,0.003223372925684375,0.005927143354138079,22.58529559746671,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.48477400000047055,0.0009155000007012859,0.005827801874256149,0.0054567006181755065,6.367774061090725
1,-4.0,neural_only,Neural NLI only,E,0,False,True,0.001873155928629602,0.0005265367383843031,0.003223372925684375,0.00562306559269828,22.830732827013325,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.29797880000114674,0.0010872000002564164,0.005478495563839758,0.005165210327122698,5.718453781086663
1,-4.0,neural_only,Neural NLI only,S,0,False,True,0.0015652147475806513,0.0003949025537882274,0.003223372925684375,0.005183490227053254,23.294941235915122,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.25575779999962833,0.0008916000006138347,0.005042936214665861,0.004733377147048651,6.138468829269572
1,-4.0,neural_only,Neural NLI only,C,0,False,True,0.0013200000000000002,0.00028983673672530443,0.003223372925684375,0.00483320966240968,23.549961270171565,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.24139579999973648,0.001316600000791368,0.004790623653342594,0.0044563686958405384,6.977274394510912
1,-4.0,neural_only,Neural NLI only,L,0,False,True,0.0014674858800117008,0.00026326836919215156,0.003223372925684375,0.004954127174888227,23.545096066747597,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.28195679999953427,0.0011138000008941162,0.004689100104104396,0.0044330713225816535,5.46008350938465
1,-4.0,proposed_pcs_neural,PCS + Neural NLI,O,0,True,True,0.0021114165977713633,0.0005212713710004602,0.003223372925684375,0.005856060894456198,22.440696001696097,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.21793539999998757,0.0010750000001280569,0.005638440744602988,0.005324480931742477,5.568202754653894
1,-4.0,proposed_pcs_neural,PCS + Neural NLI,E,0,True,True,0.001873155928629602,0.0004633523297781868,0.003223372925684375,0.005559881184092164,22.640147080848664,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.41524570000001404,0.0012984000004507834,0.005415236771745581,0.005120329536154615,5.4458788788270045
1,-4.0,proposed_pcs_neural,PCS + Neural NLI,S,0,True,True,0.0015652147475806513,0.0003475142473336401,0.003223372925684375,0.005136101920598666,22.924365126328862,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.2978374999984226,0.0018975999992107973,0.005205684670615211,0.004869405003905163,6.459854716292424
1,-4.0,proposed_pcs_neural,PCS + Neural NLI,C,0,True,True,0.0013200000000000002,0.0002550563283182679,0.003223372925684375,0.0047984292540026435,23.165577166765424,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.3922699000013381,0.0028019999990647193,0.0047638713394851685,0.00452334675935,5.04893106876313
1,-4.0,proposed_pcs_neural,PCS + Neural NLI,L,0,True,True,0.0014674858800117008,0.0002316761648890934,0.003223372925684375,0.004922534970585169,23.173989237927803,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.30034100000011676,0.0011438999990787124,0.004730423323832046,0.004504963632200914,4.76616311473137
1,-2.0,uniform_baseline,Uniform baseline,O,0,False,False,0.0021114165977713633,0.001487925549943696,0.003223372925684375,0.006822715073399434,22.029925314055383,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.006271259404027163,0.006271259404027163,0.0
1,-2.0,uniform_baseline,Uniform baseline,E,0,False,False,0.001873155928629602,0.0013226004888388407,0.003223372925684375,0.006419129343152818,22.400665496068633,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005863985198075742,0.005863985198075742,0.0
1,-2.0,uniform_baseline,Uniform baseline,S,0,False,False,0.0015652147475806513,0.0009919503666291306,0.003223372925684375,0.005780538039894157,22.745530488174616,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005403591237154392,0.005403591237154392,0.0
1,-2.0,uniform_baseline,Uniform baseline,C,0,False,False,0.0013200000000000002,0.0007280369663333068,0.003223372925684375,0.005271409892017682,23.16171169938481,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.004871176923307567,0.004871176923307567,0.0
1,-2.0,uniform_baseline,Uniform baseline,L,0,False,False,0.0014674858800117008,0.0006613002444194203,0.003223372925684375,0.005352159050115496,22.905550206191933,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.00499503656805993,0.00499503656805993,0.0
1,-2.0,pcs_only,PCS only,O,0,True,False,0.0021114165977713633,0.0013093744839504525,0.003223372925684375,0.006644164007406191,21.67754645330129,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.006263078004851829,0.006263078004851829,0.0
1,-2.0,pcs_only,PCS only,E,0,True,False,0.001873155928629602,0.00116388843017818,0.003223372925684375,0.006260417284492157,21.952515886719564,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.005985995836506285,0.005985995836506285,0.0
1,-2.0,pcs_only,PCS only,S,0,True,False,0.0015652147475806513,0.0008729163226336349,0.003223372925684375,0.005661503995898661,22.41876041916695,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.005388111552474422,0.005388111552474422,0.0
1,-2.0,pcs_only,PCS only,C,0,True,False,0.0013200000000000002,0.0006406725303733101,0.003223372925684375,0.0051840454560576855,22.662887141384942,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.004941929691891119,0.004941929691891119,0.0
1,-2.0,pcs_only,PCS only,L,0,True,False,0.0014674858800117008,0.00058194421508909,0.003223372925684375,0.005272803020785166,22.792020515666714,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.0049885304150429285,0.0049885304150429285,0.0
1,-2.0,neural_only,Neural NLI only,O,0,False,True,0.0021114165977713633,0.001487925549943696,0.003223372925684375,0.006822715073399434,22.21204217794989,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.29888130000108504,0.0010235999998258194,0.006439177597224729,0.005946418471087741,7.652516469639936
1,-2.0,neural_only,Neural NLI only,E,0,False,True,0.001873155928629602,0.0013226004888388407,0.003223372925684375,0.006419129343152818,22.485865254538023,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.3162346000008256,0.0011844999989989446,0.006009861269139758,0.005592097925535726,6.95129762394382
1,-2.0,neural_only,Neural NLI only,S,0,False,True,0.0015652147475806513,0.0009919503666291306,0.003223372925684375,0.005780538039894157,23.01686329864971,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.28204290000030596,0.0010984000000462402,0.005446819517090432,0.005046367833502126,7.35202777202022
1,-2.0,neural_only,Neural NLI only,C,0,False,True,0.0013200000000000002,0.0007280369663333068,0.003223372925684375,0.005271409892017682,23.328160371905145,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.2457687000005535,0.0016245999995589955,0.005097539407383619,0.00468987432082924,7.997291516057514
1,-2.0,neural_only,Neural NLI only,L,0,False,True,0.0014674858800117008,0.0006613002444194203,0.003223372925684375,0.005352159050115496,23.37604178706932,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,786,0.23993890000019746,0.0013581999992311466,0.00495118351135239,0.004609036491139614,6.910408782633071
1,-2.0,proposed_pcs_neural,PCS + Neural NLI,O,0,True,True,0.0021114165977713633,0.0013093744839504525,0.003223372925684375,0.006644164007406191,22.115495432049784,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.24407179999980144,0.001866300000983756,0.006165480323938532,0.005738486086958669,6.925563209114227
1,-2.0,proposed_pcs_neural,PCS + Neural NLI,E,0,True,True,0.001873155928629602,0.00116388843017818,0.003223372925684375,0.006260417284492157,22.338197176547663,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.2847918000006757,0.0006978999990678858,0.005886313333395138,0.005488995854654585,6.749852687698943
1,-2.0,proposed_pcs_neural,PCS + Neural NLI,S,0,True,True,0.0015652147475806513,0.0008729163226336349,0.003223372925684375,0.005661503995898661,22.672080104634034,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.2734320999988995,0.0012205999992147554,0.005579300307667937,0.00516064992931283,7.503635855193758
1,-2.0,proposed_pcs_neural,PCS + Neural NLI,C,0,True,True,0.0013200000000000002,0.0006406725303733101,0.003223372925684375,0.0051840454560576855,22.97202061295943,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.20881069999995816,0.0007220999996206956,0.005024436260076425,0.00472950334951078,5.8699701876834816
1,-2.0,proposed_pcs_neural,PCS + Neural NLI,L,0,True,True,0.0014674858800117008,0.00058194421508909,0.003223372925684375,0.005272803020785166,23.00269356320891,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,786,0.21707880000030855,0.000897899999472429,0.004962813933349239,0.004686200400554536,5.573723627555493
1,0.0,uniform_baseline,Uniform baseline,O,0,False,False,0.0021114165977713633,0.0037375,0.003223372925684375,0.009072289523455738,21.084012855010567,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.007797331728714245,0.007797331728714245,0.0
1,0.0,uniform_baseline,Uniform baseline,E,0,False,False,0.001873155928629602,0.003322222222222222,0.003223372925684375,0.0084187510765362,21.508332690637207,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.007201552746133542,0.007201552746133542,0.0
1,0.0,uniform_baseline,Uniform baseline,S,0,False,False,0.0015652147475806513,0.0024916666666666663,0.003223372925684375,0.007280254339931693,21.987574960396795,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.0064339553325509675,0.0064339553325509675,0.0
1,0.0,uniform_baseline,Uniform baseline,C,0,False,False,0.0013200000000000002,0.0018287461773700304,0.003223372925684375,0.006372119103054406,22.549255342528074,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005608923791833219,0.005608923791833219,0.0
1,0.0,uniform_baseline,Uniform baseline,L,0,False,False,0.0014674858800117008,0.001661111111111111,0.003223372925684375,0.0063519699168071864,22.356805140747504,4.0,0.0,0.0,4.0,1.0,0.4266666666666667,0,0.0,0.0,0.005667782533967256,0.005667782533967256,0.0
1,0.0,pcs_only,PCS only,O,0,True,False,0.0021114165977713633,0.0032890000000000003,0.003223372925684375,0.008623789523455739,20.824539164807522,3.9925404097316766,0.0,0.0,3.9925404097316766,1.0,0.42587097703804555,0,0.0,0.0,0.007622344084315322,0.007622344084315322,0.0
