seed,spans,launch_power_dbm,pcs_nu,scenario,display_name,total_net_rate_tbps,mean_gsnr_db,mean_ber,mean_ngmi,mean_score,mean_parameter_count,total_train_time_s,mean_inference_time_ms_per_channel,mean_residual_mse_improvement_percent,n_channels
1,6,-2.0,0.0,pcs_only,PCS only,6.4,19.986691489722613,0.0,1.0,1.2261343262555713,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.0,uniform_baseline,Uniform baseline,6.4,19.892309683263043,4.761904761904762e-06,1.0,1.22228762542576,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.06,pcs_only,PCS only,6.398670795073586,19.901979943316796,0.0,1.0,1.2226572507375775,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.12,pcs_only,PCS only,6.394687769473973,19.816654300586137,0.0,1.0,1.218978689988377,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.18,pcs_only,PCS only,6.388064655570683,19.729285721501743,0.0,1.0,1.215042405898115,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.24,pcs_only,PCS only,6.378824223895284,19.641206295014804,0.0,1.0,1.210903200060278,0.0,0.0,0.0,0.0,15
1,6,-2.0,0.3,pcs_only,PCS only,6.366998109685756,19.5468050448303,0.0,1.0,1.2063387424389291,0.0,0.0,0.0,0.0,15
1,6,0.0,0.0,pcs_only,PCS only,6.4,19.04216443628968,4.761904761904762e-05,1.0,1.1876389584039684,0.0,0.0,0.0,0.0,15
1,6,0.0,0.0,uniform_baseline,Uniform baseline,6.4,18.855025774304504,8.095238095238096e-05,1.0,1.1796534119245612,0.0,0.0,0.0,0.0,15
1,6,0.0,0.06,pcs_only,PCS only,6.398670795073586,18.957789487437573,4.762893959110143e-05,1.0,1.184175198408542,0.0,0.0,0.0,0.0,15
1,6,0.0,0.12,pcs_only,PCS only,6.394687769473973,18.872013707642477,4.289274538079238e-05,1.0,1.1805496750899187,0.0,0.0,0.0,0.0,15
1,6,0.0,0.18,pcs_only,PCS only,6.388064655570683,18.784507535342183,4.29372163674838e-05,1.0,1.1766072202062208,0.0,0.0,0.0,0.0,15
1,6,0.0,0.24,pcs_only,PCS only,6.378824223895284,18.696612548475446,4.29994156694632e-05,1.0,1.1724744589636618,0.0,0.0,0.0,0.0,15
1,6,0.0,0.3,pcs_only,PCS only,6.366998109685756,18.602674374288185,3.8292696119797824e-05,1.0,1.1679991251754476,0.0,0.0,0.0,0.0,15
1,6,2.0,0.0,pcs_only,PCS only,6.4,16.489595825566237,0.0013952380952380952,1.0,1.0653219282607447,0.0,0.0,0.0,0.0,15
1,6,2.0,0.0,uniform_baseline,Uniform baseline,6.4,16.140925189428696,0.0020095238095238096,1.0,1.0421608171009573,0.0,0.0,0.0,0.0,15
1,6,2.0,0.06,pcs_only,PCS only,6.398670795073586,16.40541072721356,0.001400290823978382,1.0,1.0617901197337725,0.0,0.0,0.0,0.0,15
1,6,2.0,0.12,pcs_only,PCS only,6.394687769473973,16.319254617032076,0.0014106947369682827,1.0,1.0579222815916904,0.0,0.0,0.0,0.0,15
1,6,2.0,0.18,pcs_only,PCS only,6.388064655570683,16.231754374017626,0.0014503237528572307,1.0,1.0533862957058922,0.0,0.0,0.0,0.0,15
1,6,2.0,0.24,pcs_only,PCS only,6.378824223895284,16.143975441375872,0.0014572024199095862,1.0,1.0491559296160768,0.0,0.0,0.0,0.0,15
1,6,2.0,0.3,pcs_only,PCS only,6.366998109685756,16.05030895790715,0.0014790553876271907,1.0,1.0442930681475953,0.0,0.0,0.0,0.0,15
1,6,4.0,0.0,pcs_only,PCS only,6.340895314227449,12.771096428494781,0.019533333333333333,0.9907648928480389,0.6405702114216212,0.0,0.0,0.0,0.0,15
1,6,4.0,0.0,uniform_baseline,Uniform baseline,6.250787982432639,12.305996783728537,0.024442857142857145,0.9766856222550999,0.5423162130351269,0.0,0.0,0.0,0.0,15
1,6,4.0,0.06,pcs_only,PCS only,6.326101492081693,12.686680298075105,0.019604071535697352,0.9886586909506636,0.6351462383596568,0.0,0.0,0.0,0.0,15
1,6,4.0,0.12,pcs_only,PCS only,6.307489099225282,12.600728016360343,0.01978308734174102,0.9863638893106011,0.6277820838099839,0.0,0.0,0.0,0.0,15
1,6,4.0,0.18,pcs_only,PCS only,6.284450973386726,12.513334653075917,0.020051680043614937,0.9837801137323178,0.6187215836945943,0.0,0.0,0.0,0.0,15
1,6,4.0,0.24,pcs_only,PCS only,6.261038498747245,12.425368858554211,0.020228836216056353,0.9815348846411521,0.6109847776844729,0.0,0.0,0.0,0.0,15
1,6,4.0,0.3,pcs_only,PCS only,6.233993516223697,12.331296550495564,0.02054403146827153,0.9791103136563325,0.6006909577439962,0.0,0.0,0.0,0.0,15
1,6,6.0,0.0,pcs_only,PCS only,4.804704566126798,8.437436760952572,0.07792380952380952,0.7507350884573122,-0.5110460346772535,0.0,0.0,0.0,0.0,15
1,6,6.0,0.0,uniform_baseline,Uniform baseline,4.5653631993199095,7.916064658415438,0.08650000000000001,0.7133379998937357,-0.6764998670420552,0.0,0.0,0.0,0.0,15
1,6,6.0,0.06,pcs_only,PCS only,4.765145451746851,8.352729450712006,0.0786544308407449,0.7447086440852051,-0.5280309211329032,0.0,0.0,0.0,0.0,15
1,6,6.0,0.12,pcs_only,PCS only,4.724566730439504,8.267175633800473,0.07926102760310647,0.7388268044912141,-0.5432572733319443,0.0,0.0,0.0,0.0,15
1,6,6.0,0.18,pcs_only,PCS only,4.682505393922682,8.179898986757953,0.08006836692172008,0.7330084534819672,-0.5616625180939708,0.0,0.0,0.0,0.0,15
1,6,6.0,0.24,pcs_only,PCS only,4.6392755909157115,8.091759675234151,0.08090101172566892,0.7272932170691948,-0.580559749481287,0.0,0.0,0.0,0.0,15
1,6,6.0,0.3,pcs_only,PCS only,4.5925219040206,7.9972474686064015,0.08169746717158864,0.7213009686675191,-0.5994039818948669,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.0,pcs_only,PCS only,6.4,18.59837916976135,0.00011904761904761905,1.0,1.1688161191714064,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.0,uniform_baseline,Uniform baseline,6.4,18.478261627547912,0.00013809523809523808,1.0,1.1637257031971546,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.06,pcs_only,PCS only,6.398670795073586,18.51369362602079,0.00011907234897775357,1.0,1.1653397128110712,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.12,pcs_only,PCS only,6.394687769473973,18.42831194685005,0.0001191465149466455,1.0,1.161657798114734,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.18,pcs_only,PCS only,6.388064655570683,18.340938128101257,0.00011927004546523278,1.0,1.1577194514801177,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.24,pcs_only,PCS only,6.378824223895284,18.252865645603478,0.00011944282130406443,1.0,1.1535779317642638,0.0,0.0,0.0,0.0,15
1,8,-2.0,0.3,pcs_only,PCS only,6.366998109685756,18.15847892807357,0.00011487808835939344,1.0,1.149082526443269,0.0,0.0,0.0,0.0,15
