scenario_group,low_symbol_count,high_symbol_count,low_gmi_gain,high_gmi_gain,gmi_gain_drift,abs_gmi_gain_drift,relative_gmi_gain_drift,largest_count_positive_gain,passed_symbol_stability,reason
C,32768,65536,0.020678742943887142,0.02091667160824908,0.00023792866436193882,0.00023792866436193882,0.011375072899653161,True,True,passed
