scenario_group,band,spans,launch_power_dbm,reference_model,reference_gsnr_db,oescl_uniform_gsnr_db,gsnr_error_db
C,C,10,2.0,internal_GN_style_sanity_not_GNPy,8.649064084523333,12.863055309488345,4.213991224965012
