spans,launch_power_dbm,band,pcs_nu,scenario,display_name,n_seeds,gmi_mean,gmi_std,gmi_ci95,ngmi_mean,ngmi_std,ngmi_ci95,ber_mean,ber_std,ber_ci95,gsnr_db_mean,gsnr_db_std,gsnr_db_ci95,rate_tbps_mean,rate_tbps_std,rate_tbps_ci95,score_mean,score_std,score_ci95
8,0.0,C,0.16,pcs_raw,PCS raw,3,0.006491785727348283,0.0023959980890317493,0.0027113270776934063,0.0016229464318370708,0.0005989995222579373,0.0006778317694233516,0.469482421875,0.006299052862845163,0.007128049337366543,-3.087511540248116,0.04825137247211761,0.054601568055670166,0.0006924571442504836,0.0002555731294967199,0.00028920822162063,-9.543331557368155,0.12740991407497498,0.14417789044968324
8,0.0,C,0.24,pcs_neural,PCS + Neural,3,0.001551777281704747,0.002175983496415816,0.0024623571285193944,0.00038794432042618676,0.000543995874103954,0.0006155892821298486,0.4715169270833333,0.0005864882529866363,0.0006636739354472402,-0.008980371534334581,0.017295498491725212,0.019571698991533982,0.00016552291004850637,0.0002321049062843537,0.0002626514270420688,-9.430622037333334,0.011298518066671358,0.012785476796583655
8,0.0,C,0.24,pcs_raw,PCS raw,3,0.010535464343134978,0.002207033953486468,0.00249749402842587,0.0026338660857837446,0.000551758488371617,0.0006243735071064675,0.4704386393229167,0.0038313033734452256,0.004335527906651216,-3.1686870129726814,0.017702310208225585,0.020032049785434713,0.001123782863267731,0.00023541695503855655,0.0002663993630320928,-9.5660833542437,0.07753033355246398,0.08773383153587805
8,0.0,L,0.0,dbp_like,DBP-like,3,0.0010000955031817342,0.0008791786346358602,0.0009948842818906518,0.00025002387579543356,0.00021979465865896506,0.00024872107047266295,0.4811604817708333,0.0036704075363195162,0.00415345712709422,-3.033520476498848,0.01789128611617502,0.020245896156431634,0.0001066768536727183,9.377905436115844e-05,0.00010612099006833621,-9.774778982387936,0.07433120304456996,0.08411367457046355
8,0.0,L,0.0,linear_eq,Linear EQ,3,0.0004391324214269021,0.00040571471068183315,0.0004591094149556411,0.00010978310535672553,0.00010142867767045829,0.00011477735373891028,0.4989827473958333,0.0020292086002265106,0.002296265697902052,-0.0001970921445653692,0.0011970397595456334,0.0013545780057125385,4.684079161886956e-05,4.32762358060622e-05,4.8971670928601714e-05,-9.979617961732275,0.04052070011543842,0.04585348875402493
8,0.0,L,0.0,neural_residual,Neural residual,3,0.0018019246268156468,0.0016175553173413694,0.0018304361558764543,0.0004504811567039117,0.00040438882933534236,0.00045760903896911357,0.4953206380208333,0.004846181156842646,0.005483970231071796,-0.00726333601014374,0.01225288932713897,0.013865449544693778,0.00019220529352700235,0.00017253923384974608,0.00019524652329348848,-9.906583721923646,0.09770059255267442,0.11055862828413414
8,0.0,L,0.0,pcs_neural,PCS + Neural,3,0.0018019246268156468,0.0016175553173413694,0.0018304361558764543,0.0004504811567039117,0.00040438882933534236,0.00045760903896911357,0.4953206380208333,0.004846181156842646,0.005483970231071796,-0.00726333601014374,0.01225288932713897,0.013865449544693778,0.00019220529352700235,0.00017253923384974608,0.00019524652329348848,-9.906583721923646,0.09770059255267442,0.11055862828413414
8,0.0,L,0.0,pcs_raw,PCS raw,3,0.0008877401004809456,0.0008829812932187271,0.0009991873951653025,0.0002219350251202364,0.00022074532330468177,0.00024979684879132563,0.4806722005208333,0.003784835922602046,0.004282945035955599,-3.034680635147844,0.01796839507267251,0.020333153154941518,9.46922773846342e-05,9.418467127666424e-05,0.00010657998881763229,-9.765083349896676,0.07656633773608473,0.08664296757747295
8,0.0,L,0.0,poly_nlc,Polynomial NLC,3,0.002947471882929172,0.0007679044997939311,0.0008689657445491841,0.000736867970732293,0.00019197612494848277,0.00021724143613729603,0.49188232421875,0.005711599350762532,0.006463283108425438,-0.027838597307350946,0.03357719570316913,0.03799617383660059,0.00031439700084577837,8.190981331135268e-05,9.268967941857967e-05,-9.838724017239521,0.11364442992620305,0.128600778731198
8,0.0,L,0.0,uniform_raw,Uniform raw,3,0.0008877401004809456,0.0008829812932187271,0.0009991873951653025,0.0002219350251202364,0.00022074532330468177,0.00024979684879132563,0.4806722005208333,0.003784835922602046,0.004282945035955599,-3.034680635147844,0.01796839507267251,0.020333153154941518,9.46922773846342e-05,9.418467127666424e-05,0.00010657998881763229,-9.765083349896676,0.07656633773608473,0.08664296757747295
8,0.0,L,0.08,pcs_neural,PCS + Neural,3,0.0010241563500876054,0.0009216981497323969,0.0010429996427247755,0.00025603908752190135,0.00023042453743309923,0.0002607499106811939,0.4869181315104167,0.0011342252494113245,0.0012834966960158251,-0.004424666708412349,0.005154152429198068,0.005832472533186061,0.00010924334400934457,9.831446930478902e-05,0.00011125329522397608,-9.738474620199744,0.022550354470425107,0.025518128318689978
8,0.0,L,0.08,pcs_raw,PCS raw,3,0.0016101368711079662,0.0027888388678989785,0.003155868267371614,0.00040253421777699155,0.0006972097169747446,0.0007889670668429035,0.47613525390625,0.0025069034152725646,0.0028368282688144143,-3.0192052038687263,0.009419222148625776,0.010658853268409315,0.0001717479329181831,0.00029747614590922434,0.0003366259485196388,-9.673493590385519,0.05074097686617276,0.057418820639153656
8,0.0,L,0.16,pcs_neural,PCS + Neural,3,0.0026059253475239075,0.002404964248064209,0.002721473241782142,0.0006514813368809769,0.0006012410620160522,0.0006803683104455355,0.47833251953125,0.006233658885699171,0.007054049085961649,-0.004637915538918969,0.013598188889494694,0.015387799311048635,0.0002779653704025502,0.00025652951979351565,0.0002902904791234285,-9.566604321031543,0.12511766274088115,0.14158396387709613
8,0.0,L,0.16,pcs_raw,PCS raw,3,0.003572565844376078,0.005106385160926192,0.0057784187806034296,0.0008931414610940195,0.001276596290231548,0.0014446046951508574,0.474853515625,0.003911967861074723,0.0044268083673992065,-3.1080715688456535,0.047486925800668864,0.05373651521224775,0.00038107369006678166,0.0005446810838321271,0.0006163646699310324,-9.652092817252216,0.08048831458034982,0.09108110217558513
8,0.0,L,0.24,pcs_neural,PCS + Neural,3,0.00028194925807900617,0.0004883504401491885,0.0005526205458348522,7.048731451975154e-05,0.00012208761003729712,0.00013815513645871306,0.4720052083333333,0.003986176725431637,0.004510783602712138,-0.027582819415981518,0.023986899102462277,0.02714373160150874,3.0074587528427328e-05,5.209071361591344e-05,5.8946191555717565e-05,-9.441453233049936,0.07876492676441207,0.08913090527346355
8,0.0,L,0.24,pcs_raw,PCS raw,3,0.0088759194720441,0.0028657313654956067,0.0032428803195763234,0.002218979868011025,0.0007164328413739017,0.0008107200798940808,0.4710896809895833,0.0042314284748581985,0.004788312083271417,-3.127759836496215,0.05910546915237871,0.06688413471038174,0.0009467647436847039,0.00030567801231953145,0.0003459072340881412,-9.577234846872791,0.08765990656411199,0.0991965224777779
8,0.0,S,0.0,dbp_like,DBP-like,3,0.000671014717680681,0.0011622315836494256,0.0013151888466541345,0.00016775367942017025,0.0002905578959123564,0.00032879721166353363,0.4814046223958333,0.00665096525080154,0.007526275692725388,-3.0051676909168195,0.030831868804072522,0.03488954399715497,7.157490321927264e-05,0.0001239713689226054,0.00014028681030977435,-9.778279257559289,0.13364814255238172,0.1512371105154497
8,0.0,S,0.0,linear_eq,Linear EQ,3,0.0004566062935388304,0.00046412610497976976,0.0005252081300300851,0.0001141515733847076,0.00011603152624494244,0.00013130203250752128,0.5004679361979166,0.002107554933850936,0.0023849229204458934,0.00016289778230225518,0.004450084237056179,0.005035744371074555,4.8704671310808584e-05,4.950678453117545e-05,5.6022200536542416e-05,-10.009301874397908,0.04235521409418024,0.04792943674736402
8,0.0,S,0.0,neural_residual,Neural residual,3,0.003840449521012997,0.00413547218589587,0.004679727320316253,0.0009601123802532493,0.0010338680464739675,0.0011699318300790634,0.4931844075520833,0.003955687173800889,0.004476281427062831,-0.0027531779842537205,0.019779399809259954,0.022382497936399515,0.00040964794890805306,0.00044111703316222615,0.0004991709141670671,-9.863416161991971,0.08041523216688487,0.09099840163945458
8,0.0,S,0.0,pcs_neural,PCS + Neural,3,0.003840449521012997,0.00413547218589587,0.004679727320316253,0.0009601123802532493,0.0010338680464739675,0.0011699318300790634,0.4931844075520833,0.003955687173800889,0.004476281427062831,-0.0027531779842537205,0.019779399809259954,0.022382497936399515,0.00040964794890805306,0.00044111703316222615,0.0004991709141670671,-9.863416161991971,0.08041523216688487,0.09099840163945458
8,0.0,S,0.0,pcs_raw,PCS raw,3,0.0005106743868621422,0.0008845139841693147,0.0010009217982497988,0.00012766859671553554,0.00022112849604232867,0.0002502304495624497,0.4816691080729167,0.0069901465877375765,0.007910095507646259,-3.0068252458535376,0.02467288988345661,0.02792000324716335,5.44719345986285e-05,9.434815831139357e-05,0.00010676499181331188,-9.783668951816411,0.14058789980662703,0.1590901851243941
8,0.0,S,0.0,poly_nlc,Polynomial NLC,3,0.0040990278903598005,0.0033303323308389995,0.003768625804693588,0.0010247569725899501,0.0008325830827097499,0.000942156451173397,0.49151611328125,0.001557293801534799,0.0017622438312259658,-0.00448152382024687,0.028755952591622103,0.032540423660371194,0.0004372296416383788,0.00035523544862282674,0.00040198675250064953,-9.830109112174375,0.031696411711730196,0.03586786639486077
8,0.0,S,0.0,uniform_raw,Uniform raw,3,0.0005106743868621422,0.0008845139841693147,0.0010009217982497988,0.00012766859671553554,0.00022112849604232867,0.0002502304495624497,0.4816691080729167,0.0069901465877375765,0.007910095507646259,-3.0068252458535376,0.02467288988345661,0.02792000324716335,5.44719345986285e-05,9.434815831139357e-05,0.00010676499181331188,-9.783668951816411,0.14058789980662703,0.1590901851243941
8,0.0,S,0.08,pcs_neural,PCS + Neural,3,0.0016802885939221819,0.0008430957131012108,0.0009540526123467429,0.00042007214848054547,0.0002107739282753027,0.00023851315308668573,0.4856363932291667,0.004108139093977381,0.004648797015081482,-0.009624027861897554,0.006519495183930579,0.0073775033068686656,0.00017923078335169943,8.993020939746246e-05,0.00010176561198365257,-9.713029835193076,0.08253326950538052,0.0933951865174215
8,0.0,S,0.08,pcs_raw,PCS raw,3,0.003938877386325886,0.0035956979663813865,0.004068915290077172,0.0009847193465814714,0.0008989244915953466,0.001017228822519293,0.4790242513020833,0.004495658086708631,0.005087316036829663,-3.0874434270470488,0.033191772654150284,0.03756002659843888,0.00042014692120809455,0.0003835411164140146,0.000434017630941565,-9.734437050472811,0.0898024938482585,0.10162108823449585
8,0.0,S,0.16,pcs_neural,PCS + Neural,3,0.0016152487348622586,0.0005198746436090678,0.0005882935402478099,0.00040381218371556465,0.00012996866090226694,0.00014707338506195246,0.4793497721354167,0.003519105954005964,0.00398224326891023,-0.008654823068275933,0.002710937508728147,0.0030677145808240803,0.00017229319838530762,5.545329531830058e-05,6.275131095976641e-05,-9.587255890663362,0.07054330461907084,0.07982726398623878
