seed,scenario_group,band,spans,launch_power_dbm,pcs_nu,shaped,stress_name,display_name,scenario,symbol_entropy_bits,conditional_bit_entropy_sum,bmd_gmi_bits_per_symbol,gmi,ngmi,ber,gsnr_db,air_tbps,rate_tbps
1,C,C,6,4.0,0.16,True,q3_evidence,PCS raw,pcs_raw,3.9941028013225788,0.24356636976517085,3.750536431557408,3.750536431557408,0.9391084075587073,0.014892578125,13.29366714326457,0.4800686632393482,0.4800686632393482
1,C,C,6,4.0,0.2,True,q3_evidence,PCS raw,pcs_raw,3.990796214317659,0.24209468567005554,3.7487015286476035,3.7487015286476035,0.9394763285824861,0.014801025390625,13.278985644208605,0.47983379566689327,0.47983379566689327
1,C,C,6,4.0,0.24,True,q3_evidence,PCS raw,pcs_raw,3.9867651399345525,0.22782007929183992,3.7589450606427124,3.7589450606427124,0.94304498017704,0.013397216796875,13.185006124856438,0.48114496776226723,0.48114496776226723
1,C,C,6,4.0,0.28,True,q3_evidence,PCS raw,pcs_raw,3.982015709386646,0.23126170233667936,3.7507540070499665,3.7507540070499665,0.9421845744158301,0.013275146484375,13.262561173745071,0.4800965129023957,0.4800965129023957
1,C,C,6,4.0,0.32,True,q3_evidence,PCS raw,pcs_raw,3.976555119443372,0.21807324337906628,3.7584818760643057,3.7584818760643057,0.9454816891552335,0.01300048828125,13.220462218257323,0.48108568013623115,0.48108568013623115
1,C,C,6,4.0,0.36,True,q3_evidence,PCS raw,pcs_raw,3.970391608345835,0.2146641295774717,3.755727478768363,3.755727478768363,0.946333967605632,0.013427734375,13.16559296088554,0.48073311728235046,0.48073311728235046
1,C,C,6,6.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,4.0,0.6078241791991466,3.3921758208008534,3.3921758208008534,0.8480439552002134,0.0380859375,11.722964835347243,0.43419850506250923,0.43419850506250923
1,C,C,6,6.0,0.12,True,q3_evidence,PCS raw,pcs_raw,3.996679855921233,0.593346712604027,3.403333143317206,3.403333143317206,0.8516633218489933,0.034942626953125,11.477882871595416,0.43562664234460236,0.43562664234460236
1,C,C,6,6.0,0.16,True,q3_evidence,PCS raw,pcs_raw,3.9941028013225788,0.5664213267928593,3.4276814745297193,3.4276814745297193,0.8583946683017851,0.033477783203125,11.562094882667303,0.4387432287398041,0.4387432287398041
1,C,C,6,6.0,0.2,True,q3_evidence,PCS raw,pcs_raw,3.990796214317659,0.562203050757019,3.42859316356064,3.42859316356064,0.8594492373107452,0.034515380859375,11.553016208374498,0.4388599249357619,0.4388599249357619
1,C,C,6,6.0,0.24,True,q3_evidence,PCS raw,pcs_raw,3.9867651399345525,0.5666275596053341,3.4201375803292184,3.4201375803292184,0.8583431100986665,0.032012939453125,11.474264213881133,0.43777761028213996,0.43777761028213996
1,C,C,6,6.0,0.28,True,q3_evidence,PCS raw,pcs_raw,3.982015709386646,0.5622345587953617,3.4197811505912843,3.4197811505912843,0.8594413603011596,0.03265380859375,11.371189876877768,0.4377319872756844,0.4377319872756844
1,C,C,6,6.0,0.32,True,q3_evidence,PCS raw,pcs_raw,3.976555119443372,0.541571031927235,3.434984087516137,3.434984087516137,0.8646072420181913,0.03289794921875,11.433657239966566,0.43967796320206554,0.43967796320206554
1,C,C,6,6.0,0.36,True,q3_evidence,PCS raw,pcs_raw,3.970391608345835,0.560549015924311,3.4098425924215237,3.4098425924215237,0.8598627460189222,0.03265380859375,11.287521285163745,0.436459851829955,0.436459851829955
1,C,C,8,-2.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,4.0,0.13556596820269712,3.8644340317973027,3.8644340317973027,0.9661085079493257,0.00787353515625,14.52842069017361,0.49464755607005473,0.49464755607005473
1,C,C,8,-2.0,0.12,True,q3_evidence,PCS raw,pcs_raw,3.996679855921233,0.11308980208987007,3.883590053831363,3.883590053831363,0.9717275494775325,0.006866455078125,14.570669801905346,0.4970995268904144,0.4970995268904144
