seed,spans,launch_power_dbm,pcs_nu,scenario,display_name,band,channel_id,shaped,neural_nli,ase_var,nli_var,implementation_var,total_noise_var,gsnr_db,entropy_bits_per_symbol,ser,ber,gmi_bits_per_symbol,ngmi,net_rate_tbps,parameter_count,train_time_s,inference_time_s,residual_mse_before,residual_mse_after,residual_mse_improvement_percent,score
2,10,2.0,0.24,pcs_only,PCS only,L,2,True,False,0.008152699333398338,0.03967997535459266,0.005157396681095,0.052990071369086,13.817039387755756,3.9867651399345525,0.038,0.009531537140064342,3.9867651399345525,1.0,0.42525494825968563,0,0.0,0.0,0.03927430334616688,0.03927430334616688,0.0,0.8349634666689507
2,10,2.0,0.3,pcs_only,PCS only,O,0,True,False,0.01173009220984091,0.08927994454783346,0.005157396681095,0.10616743343876936,10.755497382449363,3.979373818553598,0.14771428571428571,0.037119982301129006,3.6831198155302705,0.9255526078896985,0.3928661136565622,0,0.0,0.0,0.07669578812164948,0.07669578812164948,0.0,0.26628627443760167
2,10,2.0,0.3,pcs_only,PCS only,O,1,True,False,0.01173009220984091,0.08402818310384327,0.005157396681095,0.10091567199477917,10.99862059732077,3.979373818553598,0.134,0.033673639650347205,3.7577820097719457,0.9443149050867015,0.40083008104234086,0,0.0,0.0,0.0713578755294152,0.0713578755294152,0.0,0.3356703101799635
2,10,2.0,0.3,pcs_only,PCS only,O,2,True,False,0.01173009220984091,0.08927994454783346,0.005157396681095,0.10616743343876936,10.800021635609802,3.979373818553598,0.15,0.037694372742925975,3.6967693041108087,0.9289826672917326,0.39432205910515294,0,0.0,0.0,0.07589450132034452,0.07589450132034452,0.0,0.2609073333856554
2,10,2.0,0.3,pcs_only,PCS only,E,0,True,False,0.010406421825720012,0.07935995070918532,0.005157396681095,0.09492376921600032,11.353360262747863,3.979373818553598,0.12,0.03015549819434078,3.8672703961261314,0.9718288787284093,0.412508842253454,0,0.0,0.0,0.06668148240442277,0.06668148240442277,0.0,0.4143107798482568
2,10,2.0,0.3,pcs_only,PCS only,E,1,True,False,0.010406421825720012,0.07469171831452735,0.005157396681095,0.09025553682134235,11.4965611192677,3.979373818553598,0.11514285714285714,0.028934918505522225,3.911644377554042,0.9829798747019515,0.4172420669390979,0,0.0,0.0,0.0644862446244947,0.0644862446244947,0.0,0.44308073412697246
2,10,2.0,0.3,pcs_only,PCS only,E,2,True,False,0.010406421825720012,0.07935995070918532,0.005157396681095,0.09492376921600032,11.263979522285588,3.979373818553598,0.11885714285714286,0.029868302973442295,3.8396241455696307,0.9648814915722688,0.40955990886076066,0,0.0,0.0,0.06709418652066261,0.06709418652066261,0.0,0.4120945451505498
2,10,2.0,0.3,pcs_only,PCS only,S,0,True,False,0.008695637486559174,0.05951996303188899,0.005157396681095,0.07337299719954316,12.348327502092529,3.979373818553598,0.072,0.018093298916604467,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.052522606861582145,0.052522606861582145,0.0,0.6470001569803513
2,10,2.0,0.3,pcs_only,PCS only,S,1,True,False,0.008695637486559174,0.05601878873589552,0.005157396681095,0.06987182290354968,12.507131262271118,3.979373818553598,0.06885714285714285,0.017303512059133636,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.05053409916102943,0.05053409916102943,0.0,0.6651991102495572
2,10,2.0,0.3,pcs_only,PCS only,S,2,True,False,0.008695637486559174,0.05951996303188899,0.005157396681095,0.07337299719954316,12.312852937570081,3.979373818553598,0.07314285714285715,0.018380494137502954,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.05285944874483205,0.05285944874483205,0.0,0.641273246085976
2,10,2.0,0.3,pcs_only,PCS only,C,0,True,False,0.007333333333333334,0.043684376537166225,0.005157396681095,0.05617510655159456,13.508486574617052,3.979373818553598,0.03742857142857143,0.009405643484425338,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.040556116063985105,0.040556116063985105,0.0,0.8237213513640191
2,10,2.0,0.3,pcs_only,PCS only,C,1,True,False,0.007333333333333334,0.041114707329097624,0.005157396681095,0.053605437343525957,13.636429191350867,3.979373818553598,0.030857142857142857,0.007754270964259058,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.03951728362763601,0.03951728362763601,0.0,0.853609643835866
2,10,2.0,0.3,pcs_only,PCS only,C,2,True,False,0.007333333333333334,0.043684376537166225,0.005157396681095,0.05617510655159456,13.45496437356206,3.979373818553598,0.038285714285714284,0.009621039900099201,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.04112091782851464,0.04112091782851464,0.0,0.8183495170867114
2,10,2.0,0.3,pcs_only,PCS only,L,0,True,False,0.008152699333398338,0.03967997535459266,0.005157396681095,0.052990071369086,13.526225476485001,3.979373818553598,0.033428571428571426,0.008400460211280644,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.04017768382021317,0.04017768382021317,0.0,0.8395086565359076
2,10,2.0,0.3,pcs_only,PCS only,L,1,True,False,0.008152699333398338,0.037345859157263676,0.005157396681095,0.050655955171757014,13.738315436391357,3.979373818553598,0.032285714285714286,0.008113264990382162,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.03732524511725826,0.03732524511725826,0.0,0.8523001832456389
2,10,2.0,0.3,pcs_only,PCS only,L,2,True,False,0.008152699333398338,0.03967997535459266,0.005157396681095,0.052990071369086,13.731701061798711,3.979373818553598,0.038285714285714284,0.009621039900099201,3.979373818553598,1.0,0.4244665406457171,0,0.0,0.0,0.03930835105116301,0.03930835105116301,0.0,0.8294189846161776
2,10,4.0,0.0,uniform_baseline,Uniform baseline,O,0,False,False,0.01173009220984091,0.3276541772468629,0.005157396681095,0.3445416661377988,6.367662301948237,4.0,0.4451428571428571,0.11128571428571428,2.4148867112859667,0.6037216778214917,0.25758791587050317,0,0.0,0.0,0.23396416101341672,0.23396416101341672,0.0,-1.1569913063372816
