seed,band,spans,launch_power_dbm,pcs_nu,shaped,stress_name,display_name,scenario,gmi,ngmi,ber,gsnr_db,rate_tbps,parameter_count,train_time_s,inference_time_s,residual_mse_before,residual_mse_after
2,L,6,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.8036922178125274,0.9509230544531319,0.010986328125,15.112153355469406,0.405727169900003,60,0.007740499997453298,0.0,0.037964792666241455,0.030863228528341835
2,L,6,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.800375665086953,0.9500939162717382,0.011800130208333334,14.398522937791096,0.40537340427594165,7538,1.412043200005428,0.006274800005485304,0.03750031711973761,0.03632015608480838
2,L,6,0.0,0.0,False,evidence,Raw,raw,3.847297812634445,0.9618244531586112,0.009073893229166666,14.1453155659846,0.41037843334767415,0,0.0,0.0,0.0,0.0
2,L,6,0.0,0.0,False,evidence,Linear EQ,linear,3.8472883493543826,0.9618220873385956,0.0091552734375,14.145175468537474,0.41037742393113413,2,0.0,0.0,0.038382446972870195,0.038382446972870195
2,L,6,0.0,0.0,False,evidence,DBP-like,dbp_like,3.8498405804122964,0.9624601451030741,0.008870442708333334,14.202777025448725,0.41064966191064495,1,0.0,0.0,0.0385006838390353,0.03799463681014241
2,L,6,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.802013960690473,0.9505034901726183,0.011555989583333334,15.031929562876133,0.40554815580698383,60,0.005792199997813441,0.0,0.038382446972870195,0.030805622939852548
2,L,6,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7922530669041454,0.9480632667260364,0.012288411458333334,14.326645498626437,0.40450699380310884,7538,1.4866604000053485,0.007669599996006582,0.0385006838390353,0.03692627078798557
2,L,6,2.0,0.0,False,evidence,Raw,raw,3.8098104859155875,0.9524526214788969,0.01171875,13.810772195345391,0.4063797851643293,0,0.0,0.0,0.0,0.0
2,L,6,2.0,0.0,False,evidence,Linear EQ,linear,3.8089472441183565,0.9522368110295891,0.011962890625,13.8100123583121,0.4062877060392914,2,0.0,0.0,0.04152811711681679,0.04152811711681679
2,L,6,2.0,0.0,False,evidence,DBP-like,dbp_like,3.8213567342297603,0.9553391835574401,0.011433919270833334,13.928998086649546,0.4076113849845078,1,0.0,0.0,0.04158366662694544,0.04046692377482411
2,L,6,2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7831395436642232,0.9457848859160558,0.013468424479166666,14.84602143860807,0.40353488465751713,60,0.0051693999994313344,0.0,0.04152811711681679,0.032400965037300083
2,L,6,2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7815149940997372,0.9453787485249343,0.01318359375,14.178221258806552,0.40336159937063865,7538,1.7368232999942848,0.01188689999980852,0.04158366662694544,0.03821007359075046
2,L,6,4.0,0.0,False,evidence,Raw,raw,3.673656820328627,0.9184142050821568,0.020548502604166668,13.023947594374523,0.39185672750172024,0,0.0,0.0,0.0,0.0
2,L,6,4.0,0.0,False,evidence,Linear EQ,linear,3.673145251489056,0.918286312872264,0.020548502604166668,13.023676054649043,0.3918021601588326,2,0.0,0.0,0.04947190307506296,0.04947190307506296
2,L,6,4.0,0.0,False,evidence,DBP-like,dbp_like,3.696503871128189,0.9241259677820473,0.018961588541666668,13.20668268571869,0.3942937462536735,1,0.0,0.0,0.04984312238584001,0.04778941688853089
2,L,6,4.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.695202318057803,0.9238005795144507,0.017049153645833332,14.273056143898472,0.39415491392616564,60,0.010225800004263874,0.0,0.04947190307506296,0.036899808823660854
2,L,6,4.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.729753164451653,0.9324382911129132,0.015625,14.001469366609475,0.39784033754150966,7538,1.7214701999982935,0.0067014999949606135,0.04984312238584001,0.03979725000794187
2,L,6,6.0,0.0,False,evidence,Raw,raw,3.320426955265743,0.8301067388164357,0.04150390625,11.274869477237479,0.3541788752283459,0,0.0,0.0,0.0,0.0
2,L,6,6.0,0.0,False,evidence,Linear EQ,linear,3.319460945262364,0.829865236315591,0.04150390625,11.274373022627323,0.3540758341613188,2,0.0,0.0,0.07468556260205177,0.07468556260205177
2,L,6,6.0,0.0,False,evidence,DBP-like,dbp_like,3.3590854453011287,0.8397713613252822,0.039347330729166664,11.481615480462201,0.3583024474987871,1,0.0,0.0,0.07456122803051714,0.07109490069838449
2,L,6,6.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.411351055814955,0.8528377639537388,0.033650716145833336,12.709976427187907,0.3638774459535952,60,0.004572800004098099,0.0,0.07468556260205177,0.053466667277790016
2,L,6,6.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.5099869575411797,0.8774967393852949,0.028645833333333332,12.5667427965283,0.3743986088043925,7538,1.2856016000005184,0.006917400001839269,0.07456122803051714,0.05537652768105563
2,L,8,-2.0,0.0,False,evidence,Raw,raw,3.8331149041724233,0.9582787260431058,0.010457356770833334,14.0241607371628,0.4088655897783918,0,0.0,0.0,0.0,0.0
2,L,8,-2.0,0.0,False,evidence,Linear EQ,linear,3.833671971157422,0.9584179927893555,0.010498046875,14.023872674926883,0.4089250102567917,2,0.0,0.0,0.03972361924510824,0.03972361924510824
2,L,8,-2.0,0.0,False,evidence,DBP-like,dbp_like,3.8371361377742113,0.9592840344435528,0.010050455729166666,14.06178238572733,0.4092945213625826,1,0.0,0.0,0.039589856381587234,0.039248382325885005
2,L,8,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.804959280253253,0.9512398200633132,0.01171875,14.883608922680757,0.40586232322701365,60,0.012928900003316812,0.0,0.03972361924510824,0.03228612469474072
2,L,8,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.76946279125145,0.9423656978128625,0.014078776041666666,14.194000577726076,0.4020760310668213,7538,1.479004699998768,0.005664699994667899,0.039589856381587234,0.038071495973505474
2,L,8,0.0,0.0,False,evidence,Raw,raw,3.795161772250947,0.9487904430627367,0.01220703125,13.752629783886203,0.4048172557067677,0,0.0,0.0,0.0,0.0
2,L,8,0.0,0.0,False,evidence,Linear EQ,linear,3.795592911369058,0.9488982278422645,0.01220703125,13.75230635321697,0.40486324387936623,2,0.0,0.0,0.04330867055950705,0.04330867055950705
2,L,8,0.0,0.0,False,evidence,DBP-like,dbp_like,3.8030987392647106,0.9507746848161777,0.011962890625,13.842569342097278,0.40566386552156913,1,0.0,0.0,0.0421441230790782,0.04128032100376948
2,L,8,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.755157469909262,0.9387893674773155,0.0146484375,14.649019499935616,0.4005501301236546,60,0.006424400002288166,0.0,0.04330867055950705,0.03502135463634389
2,L,8,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.772144037486117,0.9430360093715292,0.0133056640625,14.176715205600793,0.4023620306651858,7538,1.5983796000000439,0.011043099999369588,0.0421441230790782,0.0382233264376991
2,L,8,2.0,0.0,False,evidence,Raw,raw,3.7261555946153058,0.9315388986538264,0.018229166666666668,13.18822064919975,0.397456596758966,0,0.0,0.0,0.0,0.0
2,L,8,2.0,0.0,False,evidence,Linear EQ,linear,3.725895987673387,0.9314739969183468,0.0181884765625,13.187863291013977,0.39742890535182795,2,0.0,0.0,0.04807147242096814,0.04807147242096814
2,L,8,2.0,0.0,False,evidence,DBP-like,dbp_like,3.7432169239945114,0.9358042309986279,0.016845703125,13.32925999762665,0.3992764718927479,1,0.0,0.0,0.04799300408160967,0.04645944315803733
2,L,8,2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7226653117642545,0.9306663279410636,0.016357421875,14.360351717521567,0.3970842999215205,60,0.008073799996054731,0.0,0.04807147242096814,0.036404508043843375
2,L,8,2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.746083162480091,0.9365207906200228,0.015665690104166668,13.843767552028424,0.3995822039978764,7538,1.4396809999961988,0.005287200001475867,0.04799300408160967,0.041268933415399375
2,L,8,4.0,0.0,False,evidence,Raw,raw,3.418332955153008,0.854583238788252,0.0345458984375,11.772638097034687,0.36462218188298756,0,0.0,0.0,0.0,0.0
2,L,8,4.0,0.0,False,evidence,Linear EQ,linear,3.4183015604038967,0.8545753901009742,0.0343017578125,11.772406006759933,0.364618833109749,2,0.0,0.0,0.06728293958010116,0.06728293958010116
2,L,8,4.0,0.0,False,evidence,DBP-like,dbp_like,3.4484841161130024,0.8621210290282506,0.032185872395833336,11.95396376306594,0.3678383057187203,1,0.0,0.0,0.06648691625355664,0.06376812151347372
2,L,8,4.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.464230953334831,0.8660577383337078,0.030232747395833332,13.058563876948156,0.3695179683557153,60,0.004158300005656201,0.0,0.06728293958010116,0.049643802767790596
2,L,8,4.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.6035990262345785,0.9008997565586446,0.02099609375,13.218489627663079,0.38438389613168844,7538,1.230957200001285,0.007042700002784841,0.06648691625355664,0.04765967069228014
2,L,8,6.0,0.0,False,evidence,Raw,raw,2.796629598501193,0.6991573996252982,0.078857421875,9.298801265161408,0.2983071571734606,0,0.0,0.0,0.0,0.0
2,L,8,6.0,0.0,False,evidence,Linear EQ,linear,2.7924018905748174,0.6981004726437043,0.079833984375,9.298005722094281,0.2978562016613138,2,0.0,0.0,0.12432211945548072,0.12432211945548072
2,L,8,6.0,0.0,False,evidence,DBP-like,dbp_like,2.8308069578476927,0.7077017394619232,0.07682291666666667,9.448096078055867,0.3019527421704205,1,0.0,0.0,0.11752218936264515,0.11355085069479139
2,L,8,6.0,0.0,False,evidence,Polynomial NLC,poly_nlc,2.9868817410034887,0.7467204352508722,0.0616455078125,10.528626299784678,0.3186007190403721,60,0.004396799995447509,0.0,0.12432211945548072,0.09226761993809698
2,L,8,6.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.2549438274496927,0.8137359568624232,0.0430908203125,11.410105518525778,0.3471940082613006,7538,1.3988697000022512,0.005558199998631608,0.11752218936264515,0.07227522430111785
2,L,10,-2.0,0.0,False,evidence,Raw,raw,3.8026919116309186,0.9506729779077296,0.012125651041666666,13.905453384425098,0.40562047057396466,0,0.0,0.0,0.0,0.0
2,L,10,-2.0,0.0,False,evidence,Linear EQ,linear,3.801584295448809,0.9503960738622023,0.012003580729166666,13.904624883159808,0.40550232484787296,2,0.0,0.0,0.04047435532340291,0.04047435532340291
2,L,10,-2.0,0.0,False,evidence,DBP-like,dbp_like,3.805306738240992,0.951326684560248,0.011678059895833334,13.933084300392544,0.40589938541237247,1,0.0,0.0,0.0406869056243856,0.04042886693998535
2,L,10,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7795040977367114,0.9448760244341778,0.0135498046875,14.827141522916495,0.4031471037585826,60,0.010227600003418047,0.0,0.04047435532340291,0.03301392111466225
2,L,10,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7595847451846156,0.9398961862961539,0.014567057291666666,14.051335375819857,0.40102237281969233,7538,1.6576913999961107,0.009132999999565072,0.0406869056243856,0.03934290846331185
2,L,10,0.0,0.0,False,evidence,Raw,raw,3.7450877495254873,0.9362719373813718,0.0155029296875,13.476197883522506,0.399476026616052,0,0.0,0.0,0.0,0.0
2,L,10,0.0,0.0,False,evidence,Linear EQ,linear,3.7453189034767744,0.9363297258691936,0.015218098958333334,13.47559527703368,0.39950068303752256,2,0.0,0.0,0.04506242881977239,0.04506242881977239
2,L,10,0.0,0.0,False,evidence,DBP-like,dbp_like,3.7548966206366874,0.9387241551591718,0.0147705078125,13.569728485852018,0.4005223062012466,1,0.0,0.0,0.04491384249326067,0.04395690957542458
2,L,10,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7117206694509326,0.9279301673627331,0.0172119140625,14.42859114479155,0.3959168714080995,60,0.007877000003645662,0.0,0.04506242881977239,0.035830881260645354
2,L,10,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.744769950127065,0.9361924875317662,0.015340169270833334,13.888419133573478,0.3994421280135536,7538,2.114476900002046,0.01015670000197133,0.04491384249326067,0.0408468044888945
2,L,10,2.0,0.0,False,evidence,Raw,raw,3.588425818209054,0.8971064545522635,0.0252685546875,12.525942807601103,0.38276542060896573,0,0.0,0.0,0.0,0.0
2,L,10,2.0,0.0,False,evidence,Linear EQ,linear,3.5888240516271184,0.8972060129067796,0.025146484375,12.525871970117775,0.38280789884022604,2,0.0,0.0,0.0562261985509095,0.0562261985509095
2,L,10,2.0,0.0,False,evidence,DBP-like,dbp_like,3.611629005558649,0.9029072513896622,0.023844401041666668,12.662282717269564,0.38524042725958924,1,0.0,0.0,0.055899216308358514,0.05417160814191221
2,L,10,2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.5919926168046095,0.8979981542011524,0.023111979166666668,13.703714731840362,0.38314587912582504,60,0.006867500000225846,0.0,0.0562261985509095,0.04267102476823157
2,L,10,2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.6961440621294304,0.9240360155323576,0.018147786458333332,13.880001074122168,0.3942553666271392,7538,2.152556300003198,0.00722989999485435,0.055899216308358514,0.0409260558509316
2,L,10,4.0,0.0,False,evidence,Raw,raw,3.1316129284963683,0.7829032321240921,0.054728190104166664,10.516942198707069,0.33403871237294597,0,0.0,0.0,0.0,0.0
2,L,10,4.0,0.0,False,evidence,Linear EQ,linear,3.1333517505438016,0.7833379376359504,0.054850260416666664,10.5158910509123,0.3342241867246722,2,0.0,0.0,0.08674532979274568,0.08674532979274568
2,L,10,4.0,0.0,False,evidence,DBP-like,dbp_like,3.1609575159202805,0.7902393789800701,0.053466796875,10.65245271973556,0.33716880169816327,1,0.0,0.0,0.08877808650213037,0.08605076349886852
2,L,10,4.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.2050556333972686,0.8012639083493172,0.047648111979166664,11.573803738792616,0.3418726008957087,60,0.008508300001267344,0.0,0.08674532979274568,0.06812485676132382
2,L,10,4.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.4751436494167782,0.8687859123541946,0.0291748046875,12.511895604351517,0.370681989271123,7538,2.1908268999977736,0.009097999994992279,0.08877808650213037,0.05608031437908301
2,L,10,6.0,0.0,False,evidence,Raw,raw,2.2373831250727965,0.5593457812681991,0.1229248046875,7.077485894382509,0.23865420000776497,0,0.0,0.0,0.0,0.0
2,L,10,6.0,0.0,False,evidence,Linear EQ,linear,2.2385481216846603,0.5596370304211651,0.1226806640625,7.077464323578003,0.23877846631303046,2,0.0,0.0,0.19490744681542438,0.19490744681542438
2,L,10,6.0,0.0,False,evidence,DBP-like,dbp_like,2.258797801128047,0.5646994502820117,0.12166341145833333,7.172419159073718,0.240938432120325,1,0.0,0.0,0.19599789656350083,0.19176002784685328
2,L,10,6.0,0.0,False,evidence,Polynomial NLC,poly_nlc,2.4080695391228244,0.6020173847807061,0.10384114583333333,7.877244371434954,0.2568607508397679,60,0.010575100001005922,0.0,0.19490744681542438,0.15932568370807856
2,L,10,6.0,0.0,False,evidence,Memory neural EQ,memory_neural,2.734468578746282,0.6836171446865705,0.07771809895833333,8.951043190231474,0.29167664839960344,7538,1.3472532000014326,0.010847500001545995,0.19599789656350083,0.12731972179476733
2,S,6,-2.0,0.0,False,evidence,Raw,raw,3.833595683304753,0.9583989208261883,0.010172526041666666,13.963864628175138,0.4089168728858404,0,0.0,0.0,0.0,0.0
2,S,6,-2.0,0.0,False,evidence,Linear EQ,linear,3.8333292348265555,0.9583323087066389,0.010091145833333334,13.96307283396306,0.4088884517148326,2,0.0,0.0,0.040607029420644175,0.040607029420644175
2,S,6,-2.0,0.0,False,evidence,DBP-like,dbp_like,3.8342440024280733,0.9585610006070183,0.010172526041666666,13.977559289662072,0.4089860269256612,1,0.0,0.0,0.04014334308959229,0.04001695796110264
2,S,6,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7724458109846735,0.9431114527461684,0.012898763020833334,14.80171355455462,0.40239421983836515,60,0.01246499999979278,0.0,0.040607029420644175,0.03306365981674749
2,S,6,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7689785116080383,0.9422446279020096,0.014404296875,14.098512652384688,0.4020243745715241,7538,1.9861978000044473,0.010682899999665096,0.04014334308959229,0.03891784058321937
2,S,6,0.0,0.0,False,evidence,Raw,raw,3.818622982715463,0.9546557456788658,0.011393229166666666,13.871121571000938,0.4073197848229827,0,0.0,0.0,0.0,0.0
2,S,6,0.0,0.0,False,evidence,Linear EQ,linear,3.8187445501007358,0.9546861375251839,0.011515299479166666,13.871007980270981,0.4073327520107452,2,0.0,0.0,0.0408186119492297,0.0408186119492297
2,S,6,0.0,0.0,False,evidence,DBP-like,dbp_like,3.8217635696561287,0.9554408924140322,0.011189778645833334,13.929051851694949,0.40765478076332046,1,0.0,0.0,0.041009818093522554,0.04046642280310625
2,S,6,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7720805964335327,0.9430201491083832,0.013875325520833334,14.757558472723725,0.40235526361957685,60,0.0060940000039408915,0.0,0.0408186119492297,0.03284245567328816
2,S,6,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7601158855149914,0.9400289713787479,0.0145263671875,14.199362563463927,0.40107902778826576,7538,2.3444385999973747,0.007904600002802908,0.041009818093522554,0.03802452027855399
2,S,6,2.0,0.0,False,evidence,Raw,raw,3.7828909045807624,0.9457227261451906,0.013997395833333334,13.587010150680337,0.4035083631552813,0,0.0,0.0,0.0,0.0
2,S,6,2.0,0.0,False,evidence,Linear EQ,linear,3.7817454163288824,0.9454363540822206,0.013956705729166666,13.586336368457076,0.40338617774174745,2,0.0,0.0,0.04378247806560214,0.04378247806560214
2,S,6,2.0,0.0,False,evidence,DBP-like,dbp_like,3.79551518955887,0.9488787973897175,0.013142903645833334,13.70436600135177,0.4048549535529461,1,0.0,0.0,0.0437823415814505,0.04261508900762188
2,S,6,2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7581427393345352,0.9395356848336338,0.014689127604166666,14.616195081738732,0.4008685588623504,60,0.008015999999770429,0.0,0.04378247806560214,0.03420003824080201
2,S,6,2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7466795789965186,0.9366698947491297,0.0157470703125,13.780788453713305,0.39964582175962865,7538,1.494172400001844,0.00765059999685036,0.0437823415814505,0.04187175408110131
2,S,6,4.0,0.0,False,evidence,Raw,raw,3.6580616405624564,0.9145154101406141,0.021809895833333332,12.898469495321734,0.39019324165999536,0,0.0,0.0,0.0,0.0
2,S,6,4.0,0.0,False,evidence,Linear EQ,linear,3.6575023607621673,0.9143755901905418,0.0216064453125,12.898155841429297,0.39013358514796453,2,0.0,0.0,0.050801682227505245,0.050801682227505245
2,S,6,4.0,0.0,False,evidence,DBP-like,dbp_like,3.6811899006177224,0.9202974751544306,0.020426432291666668,13.080325932682166,0.39266025606589045,1,0.0,0.0,0.051304215420763966,0.04920026101033981
2,S,6,4.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.685050203335272,0.921262550833818,0.018798828125,14.143353545803716,0.3930720216890957,60,0.008340499996847939,0.0,0.050801682227505245,0.03797818074041761
2,S,6,4.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7066147602929655,0.9266536900732414,0.0162353515625,13.967969965869337,0.3953722410979163,7538,2.876662099995883,0.010211000000708736,0.051304215420763966,0.04010541396126701
2,S,6,6.0,0.0,False,evidence,Raw,raw,3.3580642428164436,0.8395160607041109,0.0399169921875,11.39015584948136,0.358193519233754,0,0.0,0.0,0.0,0.0
2,S,6,6.0,0.0,False,evidence,Linear EQ,linear,3.3573927532271255,0.8393481883067814,0.039957682291666664,11.38970842876999,0.35812189367756003,2,0.0,0.0,0.07287693209394669,0.07287693209394669
2,S,6,6.0,0.0,False,evidence,DBP-like,dbp_like,3.3973475141968525,0.8493368785492131,0.038045247395833336,11.608816708976555,0.3623837348476643,1,0.0,0.0,0.07260799011044512,0.06904278941512366
2,S,6,6.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.450174166807154,0.8625435417017885,0.0321044921875,12.870373963658924,0.36801857779276315,60,0.01107400000182679,0.0,0.07287693209394669,0.051702588902815635
2,S,6,6.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.554728725403407,0.8886821813508518,0.0272216796875,12.768037774480616,0.3791710640430301,7538,1.821856199996546,0.009048300002177712,0.07260799011044512,0.05286840673920612
2,S,8,-2.0,0.0,False,evidence,Raw,raw,3.801950144156944,0.950487536039236,0.012166341145833334,13.747994748267796,0.405541348710074,0,0.0,0.0,0.0,0.0
2,S,8,-2.0,0.0,False,evidence,Linear EQ,linear,3.802193980985352,0.950548495246338,0.01220703125,13.747562226027995,0.40556735797177085,2,0.0,0.0,0.042437632759224596,0.042437632759224596
2,S,8,-2.0,0.0,False,evidence,DBP-like,dbp_like,3.8060155055493565,0.9515038763873391,0.012044270833333334,13.791119074728522,0.40597498725859804,1,0.0,0.0,0.0421891256742035,0.04177227154592005
2,S,8,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7682184052462855,0.9420546013115714,0.013997395833333334,14.611183514344097,0.4019432965596038,60,0.008110700000543147,0.0,0.042437632759224596,0.0343128874138508
2,S,8,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7358768420329884,0.9339692105082471,0.016031901041666668,13.953129013417556,0.3984935298168521,7538,2.074690200002806,0.008411400005570613,0.0421891256742035,0.040242698846414036
2,S,8,0.0,0.0,False,evidence,Raw,raw,3.767829861846504,0.941957465461626,0.015096028645833334,13.511955579104969,0.40190185193029376,0,0.0,0.0,0.0,0.0
2,S,8,0.0,0.0,False,evidence,Linear EQ,linear,3.7680402920036684,0.9420100730009171,0.0150146484375,13.511598493195919,0.40192429781372463,2,0.0,0.0,0.0457374165921038,0.0457374165921038
2,S,8,0.0,0.0,False,evidence,DBP-like,dbp_like,3.7776369302623776,0.9444092325655944,0.01416015625,13.605596902939904,0.402947939227987,1,0.0,0.0,0.04454556195854429,0.04359536415503836
2,S,8,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.732236207597516,0.933059051899379,0.0162353515625,14.403008648933248,0.3981051954770684,60,0.010246899997582659,0.0,0.0457374165921038,0.036934520893548796
2,S,8,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.740947702162919,0.9352369255407298,0.015096028645833334,14.012627395409567,0.39903442156404473,7538,2.7199922999934643,0.0051770999998552725,0.04454556195854429,0.03969513291377185
2,S,8,2.0,0.0,False,evidence,Raw,raw,3.70842664934822,0.927106662337055,0.019327799479166668,13.072129407627457,0.3955655092638101,0,0.0,0.0,0.0,0.0
2,S,8,2.0,0.0,False,evidence,Linear EQ,linear,3.707941617439987,0.9269854043599968,0.0194091796875,13.071886179336136,0.395513772526932,2,0.0,0.0,0.049359334572678125,0.049359334572678125
2,S,8,2.0,0.0,False,evidence,DBP-like,dbp_like,3.7246286868085816,0.9311571717021454,0.017740885416666668,13.22478599114824,0.3972937265929154,1,0.0,0.0,0.049293205309475764,0.04759062418138299
2,S,8,2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.708515283211967,0.9271288208029917,0.0167236328125,14.24534745895501,0.3955749635426098,60,0.006033099998603575,0.0,0.049359334572678125,0.03743157962798529
2,S,8,2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.704513141681704,0.926128285420426,0.0169677734375,13.787600544844697,0.39514806844604844,7538,1.449392299997271,0.005778200000349898,0.049293205309475764,0.04180612796045832
2,S,8,4.0,0.0,False,evidence,Raw,raw,3.468231811036478,0.8670579527591195,0.033203125,11.940821099156004,0.36994472651055765,0,0.0,0.0,0.0,0.0
2,S,8,4.0,0.0,False,evidence,Linear EQ,linear,3.469051946282026,0.8672629865705065,0.0330810546875,11.940662649682718,0.3700322076034161,2,0.0,0.0,0.06489370976281672,0.06489370976281672
2,S,8,4.0,0.0,False,evidence,DBP-like,dbp_like,3.500091783268519,0.8750229458171298,0.0313720703125,12.144689183796924,0.3733431235486421,1,0.0,0.0,0.06396138954058325,0.061028273184245106
2,S,8,4.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.519625863012343,0.8799064657530857,0.0277099609375,13.299193879032472,0.3754267587213166,60,0.0042351000010967255,0.0,0.06489370976281672,0.047209040047931985
2,S,8,4.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.6027912471205354,0.9006978117801339,0.022501627604166668,13.160653173435117,0.3842977330261904,7538,1.5290727999963565,0.005477400001836941,0.06396138954058325,0.04829861560669515
2,S,8,6.0,0.0,False,evidence,Raw,raw,2.943980406250094,0.7359951015625235,0.07173665364583333,9.852221696665653,0.3140245766666767,0,0.0,0.0,0.0,0.0
2,S,8,6.0,0.0,False,evidence,Linear EQ,linear,2.941592946390717,0.7353982365976792,0.0718994140625,9.852016690394036,0.3137699142816765,2,0.0,0.0,0.10824109423964995,0.10824109423964995
2,S,8,6.0,0.0,False,evidence,DBP-like,dbp_like,2.9849064000405434,0.7462266000101359,0.06807454427083333,10.041689935780653,0.31839001600432465,1,0.0,0.0,0.1034612760054257,0.09904464652960786
2,S,8,6.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.1357692271141677,0.7839423067785419,0.0517578125,11.305292084726196,0.3344820508921779,60,0.004616799997165799,0.0,0.10824109423964995,0.07610792814463514
2,S,8,6.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.306941498583946,0.8267353746459865,0.040242513020833336,11.658140122936718,0.35274042651562093,7538,1.3957979999977397,0.005317499999364372,0.1034612760054257,0.06826309699864448
2,S,10,-2.0,0.0,False,evidence,Raw,raw,3.7681801475555394,0.9420450368888849,0.014363606770833334,13.623788745954188,0.40193921573925756,0,0.0,0.0,0.0,0.0
2,S,10,-2.0,0.0,False,evidence,Linear EQ,linear,3.7673080068933062,0.9418270017233266,0.014444986979166666,13.622695310826769,0.4018461874019527,2,0.0,0.0,0.04304916101833879,0.04304916101833879
2,S,10,-2.0,0.0,False,evidence,DBP-like,dbp_like,3.7717010839259855,0.9429252709814964,0.01416015625,13.668015679276731,0.4023147822854385,1,0.0,0.0,0.043413132666195876,0.0429732729692441
2,S,10,-2.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.739036134043438,0.9347590335108595,0.015177408854166666,14.55375938192627,0.39883052096463345,60,0.0038138000018079765,0.0,0.04304916101833879,0.034781805530438005
2,S,10,-2.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7231629232764183,0.9307907308191046,0.016357421875,13.778408130026529,0.39713737848281794,7538,1.11414700000023,0.005171700002392754,0.043413132666195876,0.04189470985207867
2,S,10,0.0,0.0,False,evidence,Raw,raw,3.7338167094665753,0.9334541773666438,0.01708984375,13.353545849197317,0.3982737823431014,0,0.0,0.0,0.0,0.0
2,S,10,0.0,0.0,False,evidence,Linear EQ,linear,3.7343489422983076,0.9335872355745769,0.016927083333333332,13.352508559883894,0.3983305538451528,2,0.0,0.0,0.046153155494862194,0.046153155494862194
2,S,10,0.0,0.0,False,evidence,DBP-like,dbp_like,3.747137221635592,0.936784305408898,0.016072591145833332,13.4790812447626,0.3996946369744631,1,0.0,0.0,0.04620036589607116,0.044884033260623596
2,S,10,0.0,0.0,False,evidence,Polynomial NLC,poly_nlc,3.7163720013032404,0.9290930003258101,0.016560872395833332,14.386203668477275,0.39641301347234564,60,0.004725400001916569,0.0,0.046153155494862194,0.03608071341414596
2,S,10,0.0,0.0,False,evidence,Memory neural EQ,memory_neural,3.7416573160163797,0.9354143290040949,0.014567057291666666,13.899168468533095,0.39911011370841387,7538,1.2785184999956982,0.005267300002742559,0.04620036589607116,0.0407458285231305
2,S,10,2.0,0.0,False,evidence,Raw,raw,3.5965257471612397,0.8991314367903099,0.025634765625,12.53741984716909,0.3836294130305322,0,0.0,0.0,0.0,0.0
