spans,launch_power_dbm,pcs_nu,scenario,display_name,n_seeds,n_channels_per_seed,total_net_rate_tbps_mean,total_net_rate_tbps_std,total_net_rate_tbps_ci95,mean_gsnr_db_mean,mean_gsnr_db_std,mean_gsnr_db_ci95,mean_ber_mean,mean_ber_std,mean_ber_ci95,mean_ngmi_mean,mean_ngmi_std,mean_ngmi_ci95,mean_score_mean,mean_score_std,mean_score_ci95,mean_inference_time_ms_per_channel_mean,mean_inference_time_ms_per_channel_std,mean_inference_time_ms_per_channel_ci95,mean_residual_mse_improvement_percent_mean,mean_residual_mse_improvement_percent_std,mean_residual_mse_improvement_percent_ci95
8,-2.0,0.0,uniform_baseline,Uniform baseline,3,15,6.400000000000001,1.0877919644084146e-15,1.2309524876080796e-15,18.475282941171525,0.003204166467559521,0.003625855690244769,0.00011587301587301587,1.982539047110601e-05,2.2434541269553696e-05,1.0,0.0,0.0,1.1639398890754322,0.0002369575275388737,0.00026814268492971074,0.0,0.0,0.0,0.0,0.0,0.0
8,-2.0,0.06,pcs_only,PCS only,3,15,6.398670795073586,0.0,0.0,18.511329184898575,0.002568698770830314,0.0029067562965396474,0.00010478366710042314,1.2601432936777277e-05,1.425986376851782e-05,1.0,0.0,0.0,1.1654594653943426,0.00014252033164703648,0.00016127693760916605,0.0,0.0,0.0,0.0,0.0,0.0
8,-2.0,0.12,pcs_only,PCS only,3,15,6.394687769473973,0.0,0.0,18.426572830472193,0.003784243999479791,0.004282275211886612,0.00010643755335233667,1.1006283596392243e-05,1.2454782362422671e-05,1.0,0.0,0.0,1.1617788678835341,0.00017400227008075665,0.00019690210464263242,0.0,0.0,0.0,0.0,0.0,0.0
8,-2.0,0.18,pcs_only,PCS only,3,15,6.388064655570683,0.0,0.0,18.33893936833927,0.004626196507977249,0.0052350341664413515,0.00010813817455514439,9.93121593599019e-06,1.1238228780287505e-05,1.0,0.0,0.0,1.1578064791532892,0.00015533455061740196,0.0001757775914422769,0.0,0.0,0.0,0.0,0.0,0.0
8,-2.0,0.24,pcs_only,PCS only,3,15,6.3788242238952835,1.0877919644084146e-15,1.2309524876080796e-15,18.24964550737424,0.004840678169170411,0.005477743014300529,0.00010670225369829757,1.2023647004364213e-05,1.3606037435837004e-05,1.0,0.0,0.0,1.153640234749181,0.00010203412756212592,0.00011546248478846314,0.0,0.0,0.0,0.0,0.0,0.0
8,-2.0,0.3,pcs_only,PCS only,3,15,6.366998109685756,0.0,0.0,18.157819577612003,0.0011972956165907803,0.0013548675352149622,0.00010530491432944399,9.573174029949446e-06,1.0833066222253277e-05,1.0,0.0,0.0,1.1491997500352555,0.00010577514780139742,0.00011969584771115013,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,pcs_only,PCS only,3,15,6.400000000000001,1.0877919644084146e-15,1.2309524876080796e-15,17.42462306885407,0.0033904857185110917,0.0038366957708412825,0.0004714285714285714,8.247860988423214e-06,9.33333333333332e-06,1.0,0.0,0.0,1.116580160849401,0.00015535441093163935,0.00017580006550350834,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,uniform_baseline,Uniform baseline,3,15,6.400000000000001,1.0877919644084146e-15,1.2309524876080796e-15,17.19959960286415,0.0034325317933982624,0.003884275383644054,0.0006523809523809524,4.761904761904764e-06,5.38860251243651e-06,1.0,0.0,0.0,1.1048649364955185,0.0002064583080301354,0.0002336295690465614,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.06,pcs_only,PCS only,3,15,6.398670795073586,0.0,0.0,17.34075050193843,0.003072401176509084,0.0034767492267794436,0.0004842275525095312,2.7498581094138816e-06,3.111757386618625e-06,1.0,0.0,0.0,1.1129446597947998,0.00015152721389175632,0.00017146918435072066,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.12,pcs_only,PCS only,3,15,6.394687769473973,0.0,0.0,17.25581533766368,0.004653471306565411,0.00526589850656301,0.0004908836415801795,4.765860597865783e-06,5.3930789622321605e-06,1.0,0.0,0.0,1.1091818768477761,0.00014571995901438902,0.00016489765682398713,0.0,0.0,0.0,0.0,0.0,0.0
