status,scenario_group,band,spans,launch_power_dbm,reference_model,reference_gsnr_db,oescl_uniform_gsnr_db,gsnr_error_db,external_gsnr_rmse_db,passed_external_reference_gate
reference_compared,C,C,10,2.0,GNPy_9ch_center_channel,18.78,12.863055309488345,-5.916944690511656,5.916944690511656,False
