pcs_nu,n_pairs,gmi_gain_mean,gmi_gain_std,gmi_gain_ci95,ngmi_gain_mean,ngmi_gain_std,ngmi_gain_ci95,rate_gain_mean,rate_gain_std,rate_gain_ci95,ber_delta_mean,ber_delta_ci95,gsnr_delta_mean,gsnr_delta_ci95
0.12,7,0.01935597194295083,0.041307186050753786,0.03060079166204782,0.004838992985737708,0.010326796512688446,0.007650197915511955,0.002064637007248127,0.0044060998454137495,0.0032640844439517772,-0.0013166155133928572,0.0022335342657265915,-0.10055399296234364,0.10426343440020584
0.16,7,0.02080319237621867,0.03255074508394356,0.024113929414952426,0.005200798094054667,0.00813768627098589,0.0060284823537381065,0.0022190071867966765,0.0034720794756206486,0.0025721524709282602,-0.0018484933035714285,0.0017089345288954629,-0.1605030283693846,0.09263553073684103
0.2,7,0.010965015592783432,0.013382310602657587,0.009913754430175366,0.002741253898195858,0.0033455776506643967,0.0024784386075438415,0.0011696016632302686,0.0014274464642834652,0.0010574671392186979,-0.0018310546875,0.0008687570704257044,-0.2606410638732269,0.06088548715236569
0.24,7,0.02514597538690027,0.019591131326169804,0.014513313189606651,0.006286493846725067,0.004897782831542451,0.003628328297401663,0.002682237374602706,0.002089720674791447,0.0015480867402247103,-0.002467564174107143,0.0013942107786065923,-0.2453887648098032,0.08356831710837283
0.28,7,0.023327437989083828,0.02665386348035442,0.019745458389463608,0.005831859497270957,0.006663465870088605,0.004936364597365902,0.0024882600521689635,0.0028430787712378333,0.002106182228209473,-0.0022103445870535715,0.0014197261908088085,-0.32724279957622493,0.07324802622066197
0.32,7,0.028365644418020444,0.023342830071307264,0.017292610514233357,0.007091411104505111,0.005835707517826816,0.004323152628558339,0.0030256687379222047,0.0024899018742727736,0.001844545121518224,-0.002934047154017857,0.00114984510836802,-0.35567270503066084,0.0932885509145496
0.36,7,0.02785861047705326,0.016643037435918304,0.012329334672529816,0.006964652619263315,0.004160759358979576,0.003082333668132454,0.0029715851175523794,0.001775257326497964,0.0013151290317365222,-0.0028163364955357145,0.001571832127172866,-0.41675076083398693,0.04941281067105643
