seed,launch_power_dbm,scenario,display_name,total_net_rate_tbps,mean_gsnr_db,mean_ber,mean_ngmi,mean_parameter_count,total_train_time_s,mean_inference_time_ms_per_channel,mean_residual_mse_improvement_percent,n_channels
5,-4.0,pcs_only,PCS only,2.129354885190228,22.6616901889342,0.0,1.0,0.0,0.0,0.0,0.0,5
5,-4.0,proposed_pcs_neural,PCS + Neural NLI,2.129354885190228,22.85987752311345,0.0,1.0,786.0,1.2397631999992882,1.2417399997502798,5.827901360387659,5
5,-4.0,uniform_baseline,Uniform baseline,2.1333333333333333,22.917176078733867,0.0,1.0,0.0,0.0,0.0,0.0,5
5,-2.0,neural_only,Neural NLI only,2.1333333333333333,22.877402747197166,0.0,1.0,786.0,1.2117863000003126,1.259359999676235,6.698295364255529,5
5,-2.0,pcs_only,PCS only,2.129354885190228,22.36423833973324,0.0,1.0,0.0,0.0,0.0,0.0,5
5,-2.0,proposed_pcs_neural,PCS + Neural NLI,2.129354885190228,22.604643914616354,0.0,1.0,786.0,1.245420600000216,1.1314200000924757,6.72167731238045,5
5,-2.0,uniform_baseline,Uniform baseline,2.1333333333333333,22.583777180617023,0.0,1.0,0.0,0.0,0.0,0.0,5
5,0.0,neural_only,Neural NLI only,2.1333333333333333,22.231496194492234,0.0,1.0,786.0,1.2390244000016537,1.5618800000083866,8.793626281468232,5
5,0.0,pcs_only,PCS only,2.129354885190228,21.688439135823877,0.0,1.0,0.0,0.0,0.0,0.0,5
5,0.0,proposed_pcs_neural,PCS + Neural NLI,2.129354885190228,22.028114860109525,0.0,1.0,786.0,1.2152444000021205,1.2872800005425233,8.778148430386207,5
5,0.0,uniform_baseline,Uniform baseline,2.1333333333333333,21.836398396199463,0.0,1.0,0.0,0.0,0.0,0.0,5
5,2.0,neural_only,Neural NLI only,2.1333333333333333,20.94157193757551,0.0,1.0,786.0,1.2142403000016202,1.4981000000261702,11.803904578928336,5
5,2.0,pcs_only,PCS only,2.129354885190228,20.35691182861388,0.0,1.0,0.0,0.0,0.0,0.0,5
5,2.0,proposed_pcs_neural,PCS + Neural NLI,2.129354885190228,20.842928514591428,0.0,1.0,786.0,1.1038764999993873,1.077340000483673,11.724375971887047,5
5,2.0,uniform_baseline,Uniform baseline,2.1333333333333333,20.397378227394587,0.0,1.0,0.0,0.0,0.0,0.0,5
5,4.0,neural_only,Neural NLI only,2.1333333333333333,18.812818823095824,0.00032500000000000004,1.0,786.0,1.211836399997992,1.3830000003508758,14.68032494479355,5
5,4.0,pcs_only,PCS only,2.129354885190228,18.198219442079644,0.0001502802572861933,1.0,0.0,0.0,0.0,0.0,5
5,4.0,proposed_pcs_neural,PCS + Neural NLI,2.129354885190228,18.83522019247593,0.00010018683819079553,1.0,786.0,1.3247029000012844,1.4995200002886122,14.701093800655249,5
5,4.0,uniform_baseline,Uniform baseline,2.1333333333333333,18.122778739165433,0.0004,1.0,0.0,0.0,0.0,0.0,5
