scenario_group,spans,launch_power_dbm,pcs_nu,shaped,stress_name,display_name,scenario,n_bands,bands,n_seeds,symbol_entropy_bits_mean,symbol_entropy_bits_std,symbol_entropy_bits_ci95,conditional_bit_entropy_sum_mean,conditional_bit_entropy_sum_std,conditional_bit_entropy_sum_ci95,bmd_gmi_bits_per_symbol_mean,bmd_gmi_bits_per_symbol_std,bmd_gmi_bits_per_symbol_ci95,gmi_mean,gmi_std,gmi_ci95,ngmi_mean,ngmi_std,ngmi_ci95,ber_mean,ber_std,ber_ci95,gsnr_db_mean,gsnr_db_std,gsnr_db_ci95,air_tbps_mean,air_tbps_std,air_tbps_ci95,air_tbps_per_channel_mean,air_tbps_per_channel_std,air_tbps_per_channel_ci95,rate_tbps_mean,rate_tbps_std,rate_tbps_ci95,rate_tbps_per_channel_mean,rate_tbps_per_channel_std,rate_tbps_per_channel_ci95
C,10,6.0,0.16,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.994102801322579,4.796711693331816e-16,3.553453750400821e-16,1.7204232914644435,0.016224947809165682,0.012019609542655305,2.2736795098581353,0.01622494780916568,0.012019609542655303,2.2736795098581353,0.01622494780916568,0.012019609542655303,0.5698941771338891,0.00405623695229142,0.003004902385663826,0.11794172014508929,0.0012595930012899055,0.000933119553679754,7.1612389941793015,0.07119409239790335,0.05274132172450579,0.29103097726184135,0.002076793319573198,0.0015385100214598722,0.29103097726184135,0.002076793319573198,0.0015385100214598722,0.29103097726184135,0.002076793319573198,0.0015385100214598722,0.29103097726184135,0.002076793319573198,0.0015385100214598722
C,10,6.0,0.2,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.9907962143176587,4.796711693331816e-16,3.553453750400821e-16,1.716293202327158,0.02203072170924458,0.016320587036861234,2.2745030119905016,0.022030721709244607,0.016320587036861255,2.2745030119905016,0.022030721709244607,0.016320587036861255,0.5709266994182106,0.005507680427311152,0.004080146759215314,0.11717878069196429,0.0017637571098895236,0.001306609552049116,7.170861451177664,0.10908671256527151,0.08081256758100211,0.2911363855347842,0.002819932378783291,0.002089035140718227,0.2911363855347842,0.002819932378783291,0.002089035140718227,0.2911363855347842,0.002819932378783291,0.002089035140718227,0.2911363855347842,0.002819932378783291,0.002089035140718227
C,10,6.0,0.24,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.986765139934552,4.796711693331816e-16,3.553453750400821e-16,1.730979217500699,0.028647200065916423,0.021222142797163838,2.2557859224338537,0.02864720006591635,0.021222142797163786,2.2557859224338537,0.02864720006591635,0.021222142797163786,0.5672551956248253,0.0071618000164790875,0.0053055356992909464,0.117584228515625,0.0025614170096467776,0.0018975242752077093,7.0713316349496855,0.11910936847128796,0.08823745498203595,0.2887405980715333,0.003666841608437309,0.0027164342780369765,0.2887405980715333,0.003666841608437309,0.0027164342780369765,0.2887405980715333,0.003666841608437309,0.0027164342780369765,0.2887405980715333,0.003666841608437309,0.0027164342780369765
C,10,6.0,0.28,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.982015709386645,9.593423386663633e-16,7.106907500801642e-16,1.7413478530780104,0.02528594635175012,0.018732091199262495,2.2406678563086357,0.02528594635175003,0.018732091199262432,2.2406678563086357,0.02528594635175003,0.018732091199262432,0.5646630367304974,0.006321486587937507,0.004683022799815608,0.11757550920758929,0.002927817398717176,0.0021689574819398322,6.990156388194693,0.09814859463914767,0.07270949642478816,0.2868054856075054,0.00323660113302402,0.0023977076735056035,0.2868054856075054,0.00323660113302402,0.0023977076735056035,0.2868054856075054,0.00323660113302402,0.0023977076735056035,0.2868054856075054,0.00323660113302402,0.0023977076735056035
C,10,6.0,0.32,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.976555119443372,0.0,0.0,1.7497650871504498,0.02056376308562674,0.0152338488803812,2.2267900322929224,0.020563763085626775,0.015233848880381227,2.2267900322929224,0.020563763085626775,0.015233848880381227,0.5625587282123876,0.005140940771406694,0.003808462220095307,0.11768886021205358,0.0016366886743538894,0.0012124759376733834,6.901140118256062,0.0789315902861304,0.05847334037550392,0.28502912413349407,0.0026321616749602275,0.0019499326566887972,0.28502912413349407,0.0026321616749602275,0.0019499326566887972,0.28502912413349407,0.0026321616749602275,0.0019499326566887972,0.28502912413349407,0.0026321616749602275,0.0019499326566887972
C,10,6.0,0.36,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.970391608345835,0.0,0.0,1.7419111550513346,0.02482134272455118,0.01838790801564215,2.2284804532945,0.024821342724551245,0.018387908015642197,2.2284804532945,0.024821342724551245,0.018387908015642197,0.5645222112371664,0.006205335681137811,0.004596977003910549,0.11737932477678571,0.0015543720603583616,0.001151494936641085,6.873149478480824,0.09080798509242377,0.06727149677175591,0.2852454980216961,0.003177131868742575,0.002353652226002213,0.2852454980216961,0.003177131868742575,0.002353652226002213,0.2852454980216961,0.003177131868742575,0.002353652226002213,0.2852454980216961,0.003177131868742575,0.002353652226002213
C,12,-2.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,1,C,7,4.0,0.0,0.0,0.16683186149451754,0.01363344319370481,0.010099796057139353,3.8331681385054823,0.013633443193704882,0.010099796057139407,3.8331681385054823,0.013633443193704882,0.010099796057139407,0.9582920346263706,0.0034083607984262206,0.002524949014284852,0.010227748325892858,0.0008481889615783988,0.0006283471759954373,14.119062894865706,0.08538648432631614,0.06325519279899317,0.4906455217287018,0.00174508072879424,0.001292773895313855,0.4906455217287018,0.00174508072879424,0.001292773895313855,0.4906455217287018,0.00174508072879424,0.001292773895313855,0.4906455217287018,0.00174508072879424,0.001292773895313855
C,12,-2.0,0.12,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.996679855921233,0.0,0.0,0.14724248579688612,0.007379992991439275,0.005467175317169426,3.8494373701243467,0.007379992991439277,0.005467175317169428,3.8494373701243467,0.007379992991439277,0.005467175317169428,0.9631893785507785,0.0018449982478598193,0.001366793829292357,0.009124755859375,0.0007172171930774871,0.0005313219320927916,14.108951497859573,0.03971593969089415,0.029421979862056715,0.49272798337591633,0.0009446391029042277,0.0006997984405976869,0.49272798337591633,0.0009446391029042277,0.0006997984405976869,0.49272798337591633,0.0009446391029042277,0.0006997984405976869,0.49272798337591633,0.0009446391029042277,0.0006997984405976869
C,12,-2.0,0.16,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.994102801322579,4.796711693331816e-16,3.553453750400821e-16,0.13986675321999423,0.003973857304303626,0.0029438746883965767,3.854236048102585,0.00397385730430357,0.0029438746883965355,3.854236048102585,0.00397385730430357,0.0029438746883965355,0.9650333116950015,0.0009934643260758925,0.0007359686720991339,0.008845738002232142,0.00032794143230319817,0.00024294241285120413,14.118969906447527,0.04659648889950217,0.03451916204712206,0.49334221415713087,0.0005086537349508623,0.00037681596011476044,0.49334221415713087,0.0005086537349508623,0.00037681596011476044,0.49334221415713087,0.0005086537349508623,0.00037681596011476044,0.49334221415713087,0.0005086537349508623,0.00037681596011476044
C,12,-2.0,0.2,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.9907962143176587,4.796711693331816e-16,3.553453750400821e-16,0.1304938677715268,0.007102149279297377,0.005261345814781692,3.860302346546132,0.007102149279297397,0.005261345814781707,3.860302346546132,0.007102149279297397,0.005261345814781707,0.9673765330571183,0.0017755373198243495,0.0013153364536954268,0.00811767578125,0.0004825252777356536,0.0003574597281334551,14.132654392838115,0.05017385875307244,0.03716931472159108,0.49411870035790495,0.0009090751077500723,0.0006734522642920626,0.49411870035790495,0.0009090751077500723,0.0006734522642920626,0.49411870035790495,0.0009090751077500723,0.0006734522642920626,0.49411870035790495,0.0009090751077500723,0.0006734522642920626
C,12,-2.0,0.24,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.986765139934552,4.796711693331816e-16,3.553453750400821e-16,0.13272453746449775,0.0032641909352572984,0.002418146485026202,3.854040602470054,0.003264190935257268,0.0024181464850261793,3.854040602470054,0.003264190935257268,0.0024181464850261793,0.9668188656338755,0.0008160477338143171,0.0006045366212565448,0.008122035435267858,0.00042558203253391223,0.0003152755817517968,14.118620902805683,0.027267835222514566,0.020200295021161118,0.49331719711616706,0.0004178164397129366,0.00030952275008335557,0.49331719711616706,0.0004178164397129366,0.00030952275008335557,0.49331719711616706,0.0004178164397129366,0.00030952275008335557,0.49331719711616706,0.0004178164397129366,0.00030952275008335557
C,12,-2.0,0.28,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.982015709386645,9.593423386663633e-16,7.106907500801642e-16,0.1328320474066297,0.005145415866201787,0.0038117774167132587,3.8491836619800166,0.005145415866201743,0.0038117774167132257,3.8491836619800166,0.005145415866201743,0.0038117774167132257,0.9667919881483426,0.0012863539665504357,0.0009529443541783064,0.00823974609375,0.00017968263481298516,0.00013311075865695874,14.06068654820164,0.028592199274345524,0.02118139764056952,0.49269550873344203,0.0006586132308738249,0.00048790750933929425,0.49269550873344203,0.0006586132308738249,0.00048790750933929425,0.49269550873344203,0.0006586132308738249,0.00048790750933929425,0.49269550873344203,0.0006586132308738249,0.00048790750933929425
C,12,-2.0,0.32,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.976555119443372,0.0,0.0,0.12472961755317999,0.004857686217160878,0.0035986243097822597,3.8518255018901923,0.0048576862171608726,0.0035986243097822553,3.8518255018901923,0.0048576862171608726,0.0035986243097822553,0.9688175956117051,0.0012144215542902181,0.0008996560774455638,0.007773263113839286,0.00032760317390240066,0.0002426918275211353,14.062648686816004,0.03580054357729565,0.026521413829807394,0.4930336642419446,0.0006217838357965846,0.0004606239116521234,0.4930336642419446,0.0006217838357965846,0.0004606239116521234,0.4930336642419446,0.0006217838357965846,0.0004606239116521234,0.4930336642419446,0.0006217838357965846,0.0004606239116521234
C,12,-2.0,0.36,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.970391608345835,0.0,0.0,0.12411448407353402,0.0048086501788581594,0.0035622979042461865,3.8462771242723006,0.004808650178858214,0.0035622979042462272,3.8462771242723006,0.004808650178858214,0.0035622979042462272,0.9689713789816164,0.0012021625447145535,0.0008905744760615568,0.007886614118303572,0.0004365390454975804,0.00032339265054771036,14.05805470675845,0.03969643699363134,0.029407532061738045,0.4923234719068545,0.0006155072228938453,0.0004559741317435125,0.4923234719068545,0.0006155072228938453,0.0004559741317435125,0.4923234719068545,0.0006155072228938453,0.0004559741317435125,0.4923234719068545,0.0006155072228938453,0.0004559741317435125
C,12,0.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,1,C,7,4.0,0.0,0.0,0.24851878820106416,0.014277292266095004,0.010576766124812493,3.751481211798936,0.014277292266094994,0.010576766124812486,3.751481211798936,0.014277292266094994,0.010576766124812486,0.937870302949734,0.0035693230665237484,0.0026441915312031216,0.015053885323660714,0.0009331119492737266,0.0006912590056850794,13.502708561221626,0.057005848157283615,0.042230523300134985,0.48018959511026377,0.0018274934100601557,0.0013538260639759958,0.48018959511026377,0.0018274934100601557,0.0013538260639759958,0.48018959511026377,0.0018274934100601557,0.0013538260639759958,0.48018959511026377,0.0018274934100601557,0.0013538260639759958
C,12,0.0,0.12,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.996679855921233,0.0,0.0,0.24294721293364363,0.0068074233362059745,0.005043009780686821,3.7537326429875892,0.006807423336205919,0.005043009780686779,3.7537326429875892,0.006807423336205919,0.005043009780686779,0.9392631967665892,0.0017018558340514797,0.0012607524451716948,0.014513288225446428,0.0006523573161276298,0.00048327306283963117,13.37763039205466,0.03565123715786803,0.02641080608642112,0.48047777830241145,0.000871350187034351,0.0006455052519279029,0.48047777830241145,0.000871350187034351,0.0006455052519279029,0.48047777830241145,0.000871350187034351,0.0006455052519279029,0.48047777830241145,0.000871350187034351,0.0006455052519279029
C,12,0.0,0.16,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.994102801322579,4.796711693331816e-16,3.553453750400821e-16,0.2394329307460788,0.006361280853773713,0.004712502804498126,3.7546698705764996,0.006361280853773669,0.0047125028044980935,3.7546698705764996,0.006361280853773669,0.0047125028044980935,0.9401417673134802,0.0015903202134434173,0.0011781257011245234,0.0142822265625,0.000549033763367254,0.00040672990378933877,13.36562615143813,0.03710274431457524,0.02748609763602688,0.48059774343379197,0.0008142439492829975,0.0006032003589757321,0.48059774343379197,0.0008142439492829975,0.0006032003589757321,0.48059774343379197,0.0008142439492829975,0.0006032003589757321,0.48059774343379197,0.0008142439492829975,0.0006032003589757321
C,12,0.0,0.2,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.9907962143176587,4.796711693331816e-16,3.553453750400821e-16,0.22529608681615296,0.008107401346463554,0.006006046967685178,3.7655001275015065,0.008107401346463492,0.00600604696768513,3.7655001275015065,0.008107401346463492,0.00600604696768513,0.9436759782959616,0.002026850336615873,0.0015015117419212825,0.013606480189732142,0.0007591516837305072,0.0005623874375075266,13.381100862803908,0.017306252504051694,0.012820651270618693,0.48198401632019283,0.0010377473723473182,0.0007687740118636902,0.48198401632019283,0.0010377473723473182,0.0007687740118636902,0.48198401632019283,0.0010377473723473182,0.0007687740118636902,0.48198401632019283,0.0010377473723473182,0.0007687740118636902
C,12,0.0,0.24,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.986765139934552,4.796711693331816e-16,3.553453750400821e-16,0.22266766102882732,0.009927561482658893,0.007354440466357347,3.7640974789057253,0.009927561482658899,0.007354440466357351,3.7640974789057253,0.009927561482658899,0.007354440466357351,0.9443330847427932,0.0024818903706647247,0.0018386101165893376,0.013113839285714286,0.0007462186021749911,0.0005528064766126752,13.367493490496996,0.048143629853902116,0.03566530010550357,0.4818044772999328,0.001270727869780345,0.0009413683796937452,0.4818044772999328,0.001270727869780345,0.0009413683796937452,0.4818044772999328,0.001270727869780345,0.0009413683796937452,0.4818044772999328,0.001270727869780345,0.0009413683796937452
C,12,0.0,0.28,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.982015709386645,9.593423386663633e-16,7.106907500801642e-16,0.22057880043160116,0.009923514617930443,0.007351442507012267,3.7614369089550452,0.009923514617930469,0.007351442507012287,3.7614369089550452,0.009923514617930469,0.007351442507012287,0.9448552998920998,0.002480878654482617,0.0018378606267530717,0.013410295758928572,0.0007724137367863723,0.0005722121039003163,13.344376190871193,0.05005192186592537,0.03707898261146086,0.4814639243462458,0.0012702098710950954,0.0009409846408975692,0.4814639243462458,0.0012702098710950954,0.0009409846408975692,0.4814639243462458,0.0012702098710950954,0.0009409846408975692,0.4814639243462458,0.0012702098710950954,0.0009409846408975692
C,12,0.0,0.32,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.976555119443372,0.0,0.0,0.2212411491252802,0.0076796961471753845,0.005689198521990748,3.7553139703180913,0.007679696147175409,0.005689198521990766,3.7553139703180913,0.007679696147175409,0.005689198521990766,0.94468971271868,0.0019199240367938522,0.0014222996304976915,0.013118198939732142,0.0005836837050433633,0.0004323989398023445,13.297566055799027,0.035843443245256554,0.026553194348577894,0.48068018820071573,0.0009830011068384613,0.0007282174108148247,0.48068018820071573,0.0009830011068384613,0.0007282174108148247,0.48068018820071573,0.0009830011068384613,0.0007282174108148247,0.48068018820071573,0.0009830011068384613,0.0007282174108148247
C,12,0.0,0.36,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.970391608345835,0.0,0.0,0.21691496476243452,0.006649342803299483,0.004925902083073302,3.7534766435834004,0.006649342803299473,0.004925902083073294,3.7534766435834004,0.006649342803299473,0.004925902083073294,0.9457712588093914,0.0016623357008248682,0.0012314755207683235,0.013166155133928572,0.0006678766087734956,0.0004947699157217176,13.268278465045876,0.03339479904008543,0.024739213336052474,0.48044501037867526,0.0008511158788223343,0.000630515466633383,0.48044501037867526,0.0008511158788223343,0.000630515466633383,0.48044501037867526,0.0008511158788223343,0.000630515466633383,0.48044501037867526,0.0008511158788223343,0.000630515466633383
C,12,2.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,1,C,7,4.0,0.0,0.0,0.5346503262524519,0.01625503646408372,0.012041899530150623,3.4653496737475487,0.016255036464083685,0.012041899530150597,3.4653496737475487,0.016255036464083685,0.012041899530150597,0.8663374184368872,0.004063759116020921,0.0030104748825376493,0.031437465122767856,0.0005411827559794873,0.00040091379612431754,11.9827956282651,0.06094806298963475,0.045150956917268545,0.44356475823968616,0.002080644667402701,0.0015413631398592685,0.44356475823968616,0.002080644667402701,0.0015413631398592685,0.44356475823968616,0.002080644667402701,0.0015413631398592685,0.44356475823968616,0.002080644667402701,0.0015413631398592685
C,12,2.0,0.12,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.996679855921233,0.0,0.0,0.5266044813635264,0.01195270431265783,0.008854687269674914,3.4700753745577058,0.011952704312657752,0.008854687269674857,3.4700753745577058,0.011952704312657752,0.008854687269674857,0.8683488796591183,0.002988176078164438,0.0022136718174187143,0.030373709542410716,0.0009603286376753899,0.0007114214106111097,11.851711618742765,0.04755024314968685,0.035225713083322736,0.4441696479433865,0.0015299461520201858,0.0011333999705183768,0.4441696479433865,0.0015299461520201858,0.0011333999705183768,0.4441696479433865,0.0015299461520201858,0.0011333999705183768,0.4441696479433865,0.0015299461520201858,0.0011333999705183768
C,12,2.0,0.16,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.994102801322579,4.796711693331816e-16,3.553453750400821e-16,0.5159267106617992,0.01947370714575211,0.01442632413940523,3.4781760906607793,0.01947370714575205,0.014426324139405183,3.4781760906607793,0.01947370714575205,0.014426324139405183,0.8710183223345501,0.004868426786438012,0.0036065810348512957,0.030038016183035716,0.0009642000170796483,0.0007142893686087543,11.851936451817242,0.10179409332200218,0.07541011964228919,0.44520653960457984,0.0024926345146562712,0.0018465694898438698,0.44520653960457984,0.0024926345146562712,0.0018465694898438698,0.44520653960457984,0.0024926345146562712,0.0018465694898438698,0.44520653960457984,0.0024926345146562712,0.0018465694898438698
C,12,2.0,0.2,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.9907962143176587,4.796711693331816e-16,3.553453750400821e-16,0.5112776624725145,0.014979262968576398,0.011096793298609837,3.4795185518451452,0.014979262968576436,0.011096793298609865,3.4795185518451452,0.014979262968576436,0.011096793298609865,0.8721805843818713,0.003744815742144109,0.0027741983246524662,0.029493059430803572,0.0009222600516058947,0.000683219807390062,11.776093398253227,0.045124011528634794,0.033428335545466176,0.44537837463617846,0.001917345659977779,0.0014203895422220591,0.44537837463617846,0.001917345659977779,0.0014203895422220591,0.44537837463617846,0.001917345659977779,0.0014203895422220591,0.44537837463617846,0.001917345659977779,0.0014203895422220591
C,12,2.0,0.24,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.986765139934552,4.796711693331816e-16,3.553453750400821e-16,0.5118276872932375,0.015435673555223043,0.01143490699285099,3.474937452641315,0.015435673555223047,0.011434906992850992,3.474937452641315,0.015435673555223047,0.011434906992850992,0.8720430781766906,0.0038589183888057617,0.002858726748212748,0.029087611607142856,0.0011281090921825942,0.0008357149107064754,11.721230136856994,0.06544148121723789,0.04847972772398446,0.44479199393808827,0.0019757662150685588,0.0014636680950849336,0.44479199393808827,0.0019757662150685588,0.0014636680950849336,0.44479199393808827,0.0019757662150685588,0.0014636680950849336,0.44479199393808827,0.0019757662150685588,0.0014636680950849336
C,12,2.0,0.28,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.982015709386645,9.593423386663633e-16,7.106907500801642e-16,0.4982873929339049,0.013097029787509566,0.00970241544477952,3.4837283164527415,0.01309702978750961,0.009702415444779552,3.4837283164527415,0.01309702978750961,0.009702415444779552,0.8754281517665238,0.0032742574468774023,0.002425603861194888,0.028673444475446428,0.001136939481622595,0.0008422565547491414,11.756780078530827,0.05574798981000879,0.04129868879613293,0.4459172245059509,0.0016764198128012325,0.0012419091769317846,0.4459172245059509,0.0016764198128012325,0.0012419091769317846,0.4459172245059509,0.0016764198128012325,0.0012419091769317846,0.4459172245059509,0.0016764198128012325,0.0012419091769317846
C,12,2.0,0.32,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.976555119443372,0.0,0.0,0.5078684091842922,0.02001614245533879,0.0148281658402271,3.4686867102590804,0.020016142455338882,0.014828165840227166,3.4686867102590804,0.020016142455338882,0.014828165840227166,0.8730328977039269,0.0050040356138347205,0.0037070414600567916,0.029214041573660716,0.0011611011798275588,0.0008601557912660737,11.62785063582051,0.07328270408512512,0.054288586915241896,0.44399189891316215,0.00256206623428338,0.0018980052275490798,0.44399189891316215,0.00256206623428338,0.0018980052275490798,0.44399189891316215,0.00256206623428338,0.0018980052275490798,0.44399189891316215,0.00256206623428338,0.0018980052275490798
C,12,2.0,0.36,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.970391608345835,0.0,0.0,0.49989035860927833,0.01478329848786727,0.010951620779717522,3.4705012497365564,0.014783298487867223,0.010951620779717487,3.4705012497365564,0.014783298487867223,0.010951620779717487,0.8750274103476804,0.0036958246219668056,0.002737905194929372,0.028695242745535716,0.0006754697359419783,0.0005003949830468237,11.64318483001504,0.06212611056026171,0.04602366677052371,0.44422415996627923,0.0018922622064469975,0.0014018074598038332,0.44422415996627923,0.0018922622064469975,0.0014018074598038332,0.44422415996627923,0.0018922622064469975,0.0014018074598038332,0.44422415996627923,0.0018922622064469975,0.0014018074598038332
C,12,4.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,1,C,7,4.0,0.0,0.0,1.1622102192275485,0.017847165045232337,0.013221364888818685,2.8377897807724515,0.017847165045232267,0.013221364888818631,2.8377897807724515,0.017847165045232267,0.013221364888818631,0.7094474451931129,0.004461791261308067,0.0033053412222046577,0.07482474190848214,0.0016115119686084393,0.001193824773047776,9.324610143618386,0.06510394960610705,0.04822968080723541,0.36323709193887377,0.002284437125789714,0.0016923347057687728,0.36323709193887377,0.002284437125789714,0.0016923347057687728,0.36323709193887377,0.002284437125789714,0.0016923347057687728,0.36323709193887377,0.002284437125789714,0.0016923347057687728
C,12,4.0,0.12,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.996679855921233,0.0,0.0,1.177737483076006,0.021448318041423848,0.015889136361903686,2.818942372845227,0.021448318041423723,0.015889136361903596,2.818942372845227,0.021448318041423723,0.015889136361903596,0.7055656292309985,0.005362079510355931,0.003972284090475899,0.07329450334821429,0.0016417884377736803,0.0012162538952845121,9.115346121257685,0.08464024872652094,0.06270237373036723,0.36082462372418905,0.0027453847093022324,0.002033809454323657,0.36082462372418905,0.0027453847093022324,0.002033809454323657,0.36082462372418905,0.0027453847093022324,0.002033809454323657,0.36082462372418905,0.0027453847093022324,0.002033809454323657
C,12,4.0,0.16,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.994102801322579,4.796711693331816e-16,3.553453750400821e-16,1.1761895500549788,0.020144184288563214,0.014923020557701996,2.8179132512676004,0.020144184288563217,0.014923020557702,2.8179132512676004,0.020144184288563217,0.014923020557702,0.7059526124862553,0.005036046072140804,0.0037307551394255,0.07354736328125,0.0014732964673040097,0.0010914332967877959,9.099857766353155,0.09488178378559442,0.07028940907712737,0.3606928961622528,0.0025784555889360817,0.0019101466313858485,0.3606928961622528,0.0025784555889360817,0.0019101466313858485,0.3606928961622528,0.0025784555889360817,0.0019101466313858485,0.3606928961622528,0.0025784555889360817,0.0019101466313858485
C,12,4.0,0.2,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.9907962143176587,4.796711693331816e-16,3.553453750400821e-16,1.1580706396936506,0.017188230332493244,0.012733219222380764,2.8327255746240083,0.017188230332493202,0.012733219222380732,2.8327255746240083,0.017188230332493202,0.012733219222380732,0.7104823400765874,0.0042970575831233005,0.003183304805595183,0.07200840541294642,0.0009677580898710881,0.0007169252258195426,9.097136180685618,0.09950300615497636,0.07371285851703108,0.3625888735518731,0.002200093482559125,0.0016298520604647304,0.3625888735518731,0.002200093482559125,0.0016298520604647304,0.3625888735518731,0.002200093482559125,0.0016298520604647304,0.3625888735518731,0.002200093482559125,0.0016298520604647304
C,12,4.0,0.24,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.986765139934552,4.796711693331816e-16,3.553453750400821e-16,1.1726320831519774,0.019508132354103057,0.014451826690641122,2.8141330567825755,0.019508132354103046,0.014451826690641113,2.8141330567825755,0.019508132354103046,0.014451826690641113,0.7068419792120058,0.004877033088525762,0.0036129566726602782,0.07228742327008929,0.0016468858736264696,0.001220030128609876,9.008256628314074,0.0722378593761711,0.05351455512284118,0.36020903126816967,0.0024970409413252056,0.0018498338164020741,0.36020903126816967,0.0024970409413252056,0.0018498338164020741,0.36020903126816967,0.0024970409413252056,0.0018498338164020741,0.36020903126816967,0.0024970409413252056,0.0018498338164020741
C,12,4.0,0.28,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.982015709386645,9.593423386663633e-16,7.106907500801642e-16,1.174723132121483,0.028113572715046727,0.02082682612347248,2.807292577265163,0.02811357271504678,0.02082682612347252,2.807292577265163,0.02811357271504678,0.02082682612347252,0.7063192169696292,0.007028393178761695,0.00520670653086813,0.07251412527901786,0.0017398078668584048,0.0012888677045275116,8.921665885286034,0.08718820249599651,0.06458992429768137,0.3593334498899408,0.003598537307526002,0.002665833743804493,0.3593334498899408,0.003598537307526002,0.002665833743804493,0.3593334498899408,0.003598537307526002,0.002665833743804493,0.3593334498899408,0.003598537307526002,0.002665833743804493
C,12,4.0,0.32,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.976555119443372,0.0,0.0,1.1505134649588118,0.02742264393479838,0.02031497892013807,2.82604165448456,0.02742264393479837,0.020314978920138064,2.82604165448456,0.02742264393479837,0.020314978920138064,0.712371633760297,0.006855660983699593,0.005078744730034516,0.07075718470982142,0.0019943229243606646,0.001477415097707751,8.954968201727075,0.1263416292249542,0.09359518872590851,0.3617333317740237,0.0035100984236541804,0.002600317301777664,0.3617333317740237,0.0035100984236541804,0.002600317301777664,0.3617333317740237,0.0035100984236541804,0.002600317301777664,0.3617333317740237,0.0035100984236541804,0.002600317301777664
C,12,4.0,0.36,True,q3_evidence,PCS raw,pcs_raw,1,C,7,3.970391608345835,0.0,0.0,1.1770396835094823,0.01844294487262468,0.01366272476145884,2.7933519248363523,0.01844294487262462,0.013662724761458795,2.7933519248363523,0.01844294487262462,0.013662724761458795,0.7057400791226293,0.004610736218156154,0.0034156811903646982,0.07221766880580358,0.0009805054763576538,0.0007263686218821966,8.798035589716402,0.09504191175375695,0.07040803353600451,0.3575490463790531,0.002360696943695943,0.0017488287694667193,0.3575490463790531,0.002360696943695943,0.0017488287694667193,0.3575490463790531,0.002360696943695943,0.0017488287694667193,0.3575490463790531,0.002360696943695943,0.0017488287694667193
C,12,6.0,0.0,False,q3_evidence,Uniform raw,uniform_raw,1,C,7,4.0,0.0,0.0,2.2365060053492605,0.023631853687812957,0.017506722205676957,1.7634939946507393,0.023631853687812957,0.017506722205676957,1.7634939946507393,0.023631853687812957,0.017506722205676957,0.4408734986626848,0.005907963421953239,0.004376680551419239,0.17252894810267858,0.0024130675143186828,0.0017876254311148876,5.672276613660166,0.08133755332026504,0.06025570273404563,0.22572723131529465,0.003024877272040059,0.002240860442326651,0.22572723131529465,0.003024877272040059,0.002240860442326651,0.22572723131529465,0.003024877272040059,0.002240860442326651,0.22572723131529465,0.003024877272040059,0.002240860442326651
